,metricType_x,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly,metricType_y,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
211,perShare,AIN,21.62568,21.62568,6.317,6.3171,6.05237,6.05237,0.652,0.72,0.72,8.26929,4.09952,4.09946,4.09622,4.09639,4.09622,4.09639,4.15307,3.37689,32.61345,32.61399,14.38829,14.38829,management,0.7289100000000001,0.7289100000000001,7.25126,7.25127,29640.67,28996.3,3.9032400000000003,3.9032400000000003,234251.6,229159.3,9.223130000000001,5.81313,13.131770000000001,20.3075,20.3075,9.223130000000001,6.76588,10.69932,10.69932
212,perShare,AGX,25.33526,22.36297,3.5877800000000004,-1.9829400000000001,19.04029,18.84369,,1.0,1.25,-2.6745200000000002,3.34228,-2.41702,3.31587,-2.4176,3.31587,-2.4176,3.3776300000000004,-1.3046799999999998,30.724079999999997,16.492070000000002,22.83267,20.0577,management,0.9460299999999999,0.53142,,,34135.57,-24065.23,7.16078,2.80421,317310.3,173952.3,10.17721,12.33235,19.58977,-10.06588,13.82735,-7.35193,22.089270000000003,13.7421,-9.505230000000001
213,perShare,ADTN,7.9222399999999995,7.9222399999999995,-0.73547,-0.7339899999999999,2.22857,2.22857,0.36,0.36,0.36,-0.40057,-1.10758,-1.10725,-1.10758,-1.1076700000000002,-1.10758,-1.1076700000000002,-1.0579,-0.6089899999999999,11.0808,11.06322,7.197769999999999,7.197769999999999,management,0.90366,0.90366,3.13,3.13,-28716.53,-29598.88,5.58206,5.58206,287295.9,296123.5,-9.03247,0.41031999999999996,0.56114,-12.81763,-12.81763,-9.03247,0.49606000000000006,-11.24377,-11.24377
214,perShare,ADMS,-0.03193,-0.03193,-3.75662,-3.75679,4.74193,4.74193,,,0.0,-3.28884,-3.8004800000000003,-3.80234,-3.8004800000000003,-3.80234,-3.8004800000000003,-3.80234,-3.8004800000000003,-2.91942,1.9740900000000001,1.9741799999999998,-0.03193,-0.03193,management,0.27526999999999996,0.27526999999999996,0.47536000000000006,0.47536000000000006,-713125.4,-773426.5,9.68655,9.68655,370420.3,401742.7,-52.99417,-51.240840000000006,-91.63584,-236.3943,-236.3943,-52.99417,-56.69755,-60.84547,-60.84547
215,perShare,ACLS,12.871780000000001,12.871780000000001,0.73649,0.73657,4.2928,4.2928,,,0.0,0.94858,0.52317,0.52322,0.50355,0.50158,0.50355,0.50158,0.50355,-0.75576,10.13829,10.13941,12.871780000000001,12.871780000000001,management,0.62553,0.62553,1.47611,1.47611,17452.87,17743.75,4.22154,4.22154,351391.4,357247.9,3.10688,10.34837,14.423589999999999,4.11567,4.11567,3.10688,12.285969999999999,3.61321,3.61321
216,perShare,ABG,33.52114,33.52114,11.43005,11.44488,0.18153,0.18153,,,0.0,19.10765,9.65445,9.6433,9.5544,9.57328,9.5544,9.57328,9.47606,14.428020000000002,373.5907,374.0752,16.7476,16.7476,management,2.57203,2.57203,5.88658,5.88658,22083.83,21694.12,48.34261,54.11107,863509.0,848270.6,6.577839999999999,6.841139999999999,41.67995,32.94328,32.94328,6.577839999999999,12.654000000000002,12.06648,12.06648
217,perShare,NXJ,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
218,perShare,HOLI,15.6671,16.22361,2.1867900000000002,2.07452,7.9156699999999995,9.09533,,0.18,0.21,2.1200099999999997,2.07192,1.93385,2.05345,1.9310900000000002,2.05345,1.9310900000000002,2.2191400000000003,2.23778,9.308060000000001,9.45027,14.75504,15.3105,management,0.45273,0.44051,7.10836,10.24819,38082.51,35456.83,2.02508,2.22883,173014.1,174340.2,9.96521,9.76198,14.60406,12.44338,14.0157,8.958910000000001,14.262939999999999,13.62395,12.10321
219,perShare,GPI,67.40852,67.40852,13.720670000000002,13.70948,1.2776299999999998,1.2776299999999998,0.968,1.09,1.09,25.55344,9.36313,9.3386,9.36313,9.3386,9.36313,9.3386,10.32964,8.85368,672.8380000000001,671.9089,-0.32746,-0.32746,management,2.2785900000000003,2.2785900000000003,5.461,5.461,11652.05,11375.52,57.47719,57.47719,806522.4,787382.3,3.2919400000000003,3.02152,13.18888,14.255370000000001,14.255370000000001,3.2919400000000003,5.59535,6.03914,6.03914
220,perShare,AXTA,5.76501,5.76501,2.56828,2.5680099999999997,4.3316300000000005,4.3316300000000005,,,0.0,3.7273400000000003,1.06456,1.06524,1.05598,1.05641,1.05598,1.05641,1.23679,1.95314,19.00848,19.00647,-4.59174,-4.59174,management,0.6643399999999999,0.6644100000000001,4.8446,4.8446,18042.86,18042.86,5.8097199999999996,5.99305,320157.2,320157.2,3.7439699999999996,2.37046,12.25625,19.45845,19.45845,3.74436,2.86123,4.50291,4.50291
221,perShare,AWR,16.32525,16.32525,3.24789,3.2472,0.0362,0.0362,1.0004,1.16,1.16,4.39613,2.28139,2.28088,2.28,2.27924,2.28,2.27924,2.2747,-2.10371,12.81974,12.81701,16.29496,16.29496,management,0.30156,0.30156,34.18158,34.18158,101739.4,100287.8,5.42896,5.42896,571615.2,563459.0,5.367380000000001,4.66295,12.907910000000001,14.48308,14.4836,5.367380000000001,5.17161,5.85672,5.85672
222,perShare,AWI,7.6033,7.6033,6.35152,6.35152,0.9439,0.9439,,0.725,0.725,5.91717,4.96509,4.96364,4.88485,4.88344,4.323230000000001,4.3224800000000005,4.88485,1.73333,20.97172,20.97172,-2.08367,-2.08367,management,0.6231800000000001,0.6231800000000001,9.915189999999999,9.915189999999999,74553.84,96920.0,13.98114,13.98114,319415.4,415240.0,14.54556,7.1247,33.138290000000005,81.84125999999999,81.84125999999999,14.54556,8.60052,18.4476,18.4476
223,perShare,AVEO,0.92314,0.92314,,,2.96885,2.96885,,,0.0,-0.024380000000000002,0.61235,0.58953,0.61056,0.5888399999999999,0.61056,0.5888399999999999,0.61056,-0.19030999999999998,1.8727200000000002,1.87732,0.92314,0.92314,management,0.7333,0.7333,,,521555.6,494105.3,12.36633,12.36633,1599722.0,1515526.0,23.90781,-49.78629,,,,23.90781,-99.98785,47.77608,47.77608
224,perShare,ATHM,17.34436,17.34436,,2.57442,15.169970000000001,15.169970000000001,,,0.0,3.36076,3.80385,3.8026699999999996,3.77415,3.77874,3.77415,3.77874,3.77415,,9.93171,9.94765,15.52798,15.52798,management,0.4824,0.4824,,,,,2.79419,2.79419,,,18.33547,17.949679999999997,26.0895,24.840239999999998,24.840239999999998,18.33547,24.45712,23.860139999999998,23.860139999999998
225,perShare,ATAX,7.1722399999999995,7.1722399999999995,0.47092,0.47092,0.6954600000000001,0.6954600000000001,0.5,0.5,0.5,0.55662,0.41986,0.41946000000000006,0.41986,0.41946000000000006,0.41986,0.41946000000000006,0.4211,-0.2885,1.29575,1.29575,7.1722399999999995,7.1722399999999995,management,0.078,0.078,,,,,10.8638,10.8638,,,3.0312099999999997,3.13548,8.09654,7.87926,7.87926,3.0312099999999997,3.24229,3.3526300000000004,3.3526300000000004
226,perShare,AROC,7.1475800000000005,7.1475800000000005,2.07742,2.0772,0.02425,0.02425,0.5271,0.5539999999999999,0.5539999999999999,2.8515099999999998,0.70008,0.68187,0.69989,0.68171,0.69791,0.6795899999999999,0.8934700000000001,-1.26209,7.0202800000000005,7.019939999999999,5.975569999999999,5.975569999999999,management,0.34101,0.34101,6.0509,6.0509,57413.53,57413.53,6.593719999999999,6.593719999999999,567932.4,567932.4,3.44735,-0.9394899999999999,-3.1036200000000003,9.98736,9.98736,3.44735,-1.00768,3.63309,3.63309
227,perShare,ANH,5.7861199999999995,5.7861199999999995,-0.6389699999999999,-0.63889,0.08332,0.08332,0.568,0.47,0.47,0.43256999999999995,-0.65433,-0.65556,-0.65433,-0.65556,-0.65433,-0.65556,-0.63298,0.08879,1.75475,1.75452,5.7861199999999995,5.7861199999999995,management,0.034730000000000004,0.034730000000000004,,,,,10.415510000000001,10.415510000000001,,,-1.11079,0.10244,-0.35036,-13.99194,-13.99194,-1.11079,0.44453000000000004,-4.85085,-4.85085
228,perShare,ALX,49.63787,49.63787,17.862920000000003,17.86294,58.3603,58.3603,16.6,18.0,18.0,25.5637,11.73753,11.7376,11.73753,11.7376,11.73753,11.7376,11.73753,4.7862599999999995,44.22453,44.224579999999996,49.63787,49.63787,management,0.17745999999999998,0.17745999999999998,,,864388.5,870652.2,44.52641,44.52641,3256835.0,3280435.0,4.70981,5.03549,22.04577,22.30755,22.30755,4.70981,5.17812,4.84195,4.84195
229,perShare,AER,70.79077,70.79077,20.96459,20.96859,8.52232,8.52232,,,0.0,30.860590000000002,8.51373,8.52637,8.430530000000001,8.44556,8.430530000000001,8.44556,7.66644,-11.94365,34.94165,34.94831,62.3018,62.3018,management,0.10920999999999999,0.10920999999999999,16.87471,16.87471,3026911.0,3007508.0,107.5369,107.5369,12254210.0,12175650.0,2.69768,2.55365,12.79396,12.62964,12.62964,2.69768,2.8289999999999997,2.9404,2.9404
230,perShare,AE,35.80213,35.80213,5.87007,5.870419999999999,26.67765,26.67765,0.892,0.94,0.94,5.77426,1.94111,1.94275,1.93881,1.93977,1.93881,1.93977,1.93881,0.36761,427.8873,427.9126,35.42508,35.42508,management,5.941319999999999,5.941319999999999,72.24039,72.24039,12007.32,12359.94,20.10754,20.10754,2649959.0,2727782.0,2.6920900000000003,1.10545,1.8492,5.50364,5.50364,2.6920900000000003,1.9070900000000002,5.0216,5.0216
231,perShare,ODC,17.81483,19.3245,3.5781300000000003,4.3030800000000005,2.87303,2.83352,0.88,0.96,0.98,4.16132,1.6881599999999999,2.35752,1.67163,2.33319,1.67163,2.33319,1.67163,2.10278,38.20508,38.889340000000004,16.19197,17.74806,management,1.38544,1.40785,9.05514,8.267000000000001,16008.88,21982.52,8.02262,7.6541,351554.6,353469.4,6.30894,6.07385,9.80573,12.13826,9.06368,8.75549,7.1871100000000006,7.500310000000001,10.425469999999999
232,perShare,KAR,12.80879,12.80879,2.11512,2.28302,3.9399699999999998,3.9399699999999998,1.212,1.08,1.08,3.95402,0.70213,0.70108,0.69526,0.69584,1.41836,1.41391,0.70702,1.62879,20.93228,20.967779999999998,-5.261830000000001,-5.261830000000001,management,0.40354,0.40354,,,5483.68,6039.215999999999,6.09999,6.09999,165097.9,181823.5,1.34035,2.52725,11.198789999999999,5.933730000000001,5.933730000000001,1.34035,3.9340800000000002,2.13768,2.13768
233,perShare,HUSA,0.12297999999999999,0.11115,0.00176,-0.012159999999999999,0.01211,0.00701,,,0.0,-0.010490000000000001,-0.00415,-0.01517,-0.00415,-0.01517,-0.00415,-0.01517,-0.00415,-0.023209999999999998,0.03888,0.01917,0.12297999999999999,0.11115,management,0.3064,0.15061,,,,,9.74652,5.28455,,,-3.2677400000000003,-28.950979999999998,-37.07354,-12.89137,-3.35097,-12.0754,-36.85337,-3.31394,-12.68926
234,perShare,DOX,25.96927,26.261159999999997,4.97155,,3.49945,3.60514,0.8440000000000001,1.07,,,3.48895,,3.47146,,3.47146,,3.47146,,29.79382,,6.17305,6.633030000000001,management,0.76812,,,,19610.45,,4.17143,,167154.2,,9.0116,8.04058,12.202760000000001,,13.704479999999998,,10.63289,11.908619999999999,
235,perShare,CXW,11.559989999999999,11.559989999999999,2.79831,2.799,0.77349,0.77349,1.8719999999999999,1.76,1.76,3.6164300000000003,1.5869,1.58715,1.5850899999999999,1.58626,1.5850899999999999,1.58626,1.62786,-0.40675,16.62154,16.62562,11.013760000000001,11.135660000000001,management,0.53192,0.53192,,,13508.74,13419.96,7.18445,7.18445,141654.9,140723.9,5.07261,5.71657,13.47289,13.53145,13.53145,5.07261,6.30925,5.62824,5.62824
236,perShare,AXS,66.03233,66.03233,4.11814,4.124,14.78232,14.78232,1.466,1.6,1.6,18.35581,3.3656900000000003,3.36499,3.3426199999999997,3.3404300000000005,3.3426199999999997,3.3404300000000005,3.8309699999999998,-0.52086,61.45264,61.53997,62.07143000000001,62.07143000000001,management,0.20874,0.20874,,,194035.3,188215.4,,,3210321.0,3114031.0,1.26167,1.06155,4.033440000000001,6.25795,6.25795,1.26167,,,
237,perShare,AXL,8.68206,8.68206,0.47017,0.46975,4.72469,4.72469,,,0.0,8.713519999999999,-4.3143400000000005,-4.31311,-4.3143400000000005,-4.31311,-4.3143400000000005,-4.31311,0.0354,1.11566,58.15583,58.10409,-5.20426,-5.20426,management,0.92275,0.92275,13.508460000000001,13.508460000000001,-20600.0,-24205.0,7.33027,7.33027,277910.6,326545.0,-6.83984,0.9379700000000001,5.3308,-39.366240000000005,-39.366240000000005,-6.83984,1.14052,-8.22817,-8.22817
238,perShare,AWX,9.555069999999999,9.555069999999999,0.51277,0.54399,0.37312,0.37312,,,0.0,0.71597,-0.11742000000000001,-0.11742999999999999,-0.11742000000000001,-0.1182,-0.11742000000000001,-0.1182,-0.11742000000000001,-1.03237,17.640520000000002,17.59851,9.555069999999999,9.555069999999999,management,0.94984,0.94984,68.91855,68.91855,,,5.64794,5.64794,,,-0.7434,-1.8172400000000002,-1.2651299999999999,-1.22133,-1.22133,-0.7434,-2.4062099999999997,-0.9848899999999999,-0.9848899999999999
239,perShare,AVID,-3.59409,-3.59409,0.48822,0.48612,1.60104,1.60104,,,0.0,1.0614299999999999,0.17822000000000002,0.17367,0.17476,0.14639000000000002,0.17476,0.14639000000000002,0.22751999999999997,0.28515,9.46748,9.426839999999999,-4.35059,-4.35059,management,1.4445299999999999,1.4445299999999999,5.2385,5.2385,5287.651999999999,5319.104,4.63898,4.63898,286461.2,288165.2,2.6663799999999998,-7.650930000000001,,,,2.6663799999999998,-249.2359,8.93163,8.93163
240,perShare,ASNA,15.21411,7.6707399999999994,-45.2557,-51.86528,33.04786,37.42239,,,0.0,22.69546,-78.96709,-79.8313,-78.96709,-79.8313,-66.97721999999999,-66.79581999999999,-41.02684,-0.09062,556.2936,509.1275,-44.24181,-39.26497,management,1.7522,1.5402,4.49224,3.80352,-52965.52,-61730.77,,,378855.2,388953.8,-24.49644,-11.722610000000001,-37.20113,-192.4574,-164.2549,-24.44448,-15.26706,-34.14244,-33.74968
241,perShare,ASGN,26.01512,26.01512,4.981269999999999,4.98594,1.79962,1.79962,,,0.0,7.77882,3.31061,3.3089199999999996,3.2734099999999997,3.27588,3.2715400000000003,3.2740099999999996,3.4835300000000005,5.2577300000000005,73.48127,73.55014,-11.10019,-11.10019,management,1.39411,1.39411,,,40651.16,40651.16,6.21596,6.21596,912534.9,912534.9,6.21042,6.17786,12.930480000000001,13.665529999999999,13.665529999999999,6.21042,6.893960000000001,7.019939999999999,7.019939999999999
242,perShare,ARDX,2.10155,2.10155,-1.43365,-1.43367,2.78674,2.78674,,,0.0,-1.3766399999999999,-1.47244,-1.48231,-1.47244,-1.48231,-1.47244,-1.48231,-1.47244,-1.19126,0.0819,0.0819,2.10155,2.10155,management,0.02384,0.02384,,,-1091264.0,-1078864.0,1.8101099999999999,1.8101099999999999,60701.15,60011.36,-42.851279999999996,-45.76063,-57.661390000000004,-62.77689,-62.77689,-42.851279999999996,-50.75377,-47.097229999999996,-47.097229999999996
243,perShare,ARAY,0.56338,0.6199399999999999,-0.09409,0.0989,0.86756,1.0674,,,0.0,0.17449,-0.18785,-0.015080000000000001,-0.18785,-0.01609,-0.18785,-0.01609,-0.18785,-0.12202,4.78803,4.60615,-0.0969,-0.02598,management,1.02529,0.94516,2.2334400000000003,2.00845,-16894.6,-1298.839,4.70865,4.69981,430627.3,431933.5,-4.022480000000001,-3.57461,-25.655279999999998,-2.40834,-33.359390000000005,-0.28421,-6.711069999999999,-7.2173300000000005,-0.47485
244,perShare,APT,2.57868,2.57868,0.27391,0.27332,0.53418,0.53418,,,0.0,0.27507,0.22826,0.22691,0.22780999999999998,0.22616999999999998,0.22780999999999998,0.22616999999999998,0.22780999999999998,0.13697,3.5436199999999998,3.54106,2.57356,2.57356,management,1.29005,1.29008,2.8037400000000003,2.8037400000000003,,,10.97613,10.976360000000001,,,8.29348,7.35977,8.04423,9.17137,9.17137,8.29348,7.8583,8.8076,8.8076
245,perShare,APDN,-0.70098,2.07475,-8.941139999999999,-5.9092,0.46567,2.4854700000000003,,,0.0,-6.2751,-9.690430000000001,-7.32941,-9.690430000000001,-7.32941,-9.690430000000001,-7.32941,-8.801680000000001,-6.18771,5.8462,3.9277599999999997,-1.55083,1.7913400000000002,management,1.17174,0.60377,4.822030000000001,6.20944,-156953.6,-158056.3,4.6339999999999995,11.56322,97983.45,100750.8,-187.6932,-118.1554,-195.7768,-209.1678,,-94.71893,-165.8361,-417.2634,-126.0904
246,perShare,AMBC,35.1153,34.43804,6.30786,3.9757,1.3915799999999998,1.1405,,,0.0,10.51222,4.0667800000000005,-2.74511,3.9887,-2.77637,3.9887,-2.77637,4.05693,-9.13459,10.970360000000001,9.95337,19.25756,24.92076,management,0.027039999999999998,0.03218,,,2266093.0,-1124759.0,,,4328627.0,4101223.0,1.4155200000000001,0.8562,12.411389999999999,-7.57424,12.4927,-0.88264,,,
247,perShare,ALGT,54.19474,54.19474,24.59236,24.48871,28.08125,28.08125,2.38,2.8,2.8,32.7065,14.26992,14.27031,14.257470000000001,14.2601,14.257470000000001,14.2601,14.43409,-6.8685,114.7662,114.7564,54.19474,54.19474,management,0.6682899999999999,0.6682899999999999,21.69677,21.69677,56175.46,53201.24,59.83959,59.83959,445538.5,421949.3,8.426110000000001,9.749360000000001,35.675979999999996,29.062590000000004,29.062590000000004,8.426110000000001,12.78462,10.59196,10.59196
248,perShare,AIT,23.24103,24.87825,5.201969999999999,5.3895800000000005,2.80382,3.3132300000000003,1.136,1.22,1.24,8.28512,3.66149,3.8544199999999997,3.6156800000000002,3.81638,3.6770400000000003,3.4146400000000003,4.24582,3.79662,88.68077,88.65384,-3.46719,-1.9508,management,1.5041799999999999,1.4686700000000001,5.66777,5.391290000000001,21317.38,22383.16,6.32193,6.76728,522845.4,519994.8,6.13284,6.743110000000001,14.60989,16.07294,16.54092,6.32187,8.47235,7.52919,7.644019999999999
249,perShare,AIMC,29.931829999999998,29.931829999999998,3.96279,3.96434,2.605,2.605,0.638,0.68,0.68,5.68527,1.97823,1.9784599999999999,1.9720900000000001,1.9723099999999998,1.9720900000000001,1.9723099999999998,2.15972,2.47752,28.43566,28.43566,-19.85282,-19.85282,management,0.4255,0.4255,5.1923,5.1923,13751.35,13826.09,7.29243,7.29243,198281.1,199358.7,2.95095,2.8858,6.90728,6.74712,6.74712,2.95095,3.23038,3.2023599999999997,3.2023599999999997
250,perShare,AEL,50.1618,50.1618,2.7255700000000003,2.7319999999999998,25.17236,25.17236,0.26,0.3,0.3,20.80124,2.70016,2.69421,2.6812400000000003,2.67567,2.6812400000000003,2.67567,2.69825,36.55709,37.76717,37.85633,50.1618,50.1618,management,0.05279,0.05279,,,423562.8,404753.3,,,5966172.0,5701227.0,0.37479,0.4264,9.48355,7.06221,7.06221,0.37479,,,
251,perShare,AEHR,0.68252,0.6977399999999999,-0.21459,-0.12611,0.23945,0.23139,,,0.0,-0.09056,-0.23384000000000002,-0.14485,-0.23384000000000002,-0.1449,-0.23384000000000002,-0.1449,-0.21279,-0.1389,0.94055,1.00621,0.68252,0.6977399999999999,management,0.80579,0.8417600000000001,1.48581,1.38381,,-41177.21,5.45846,5.0141800000000005,,288759.5,-20.03368,-22.98144,-46.42885,-19.1974,-30.1061,-12.00347,-34.94789,-29.376279999999998,-17.93423
252,perShare,ACHC,28.56255,28.56255,3.12155,3.1238200000000003,1.41585,1.41585,,,0.0,6.4783,1.24324,1.2435,1.24035,1.24025,1.24035,1.24025,1.99144,0.46263999999999994,35.38606,35.40612,-0.38884,-0.38884,management,0.47618,0.47618,,,3863.93,3877.535,9.44715,9.44715,109033.8,109417.7,1.6874799999999999,0.83478,2.21045,4.50217,4.50217,1.6874799999999999,0.8945799999999999,1.81873,1.81873
253,perShare,ACCO,8.02215,8.02215,1.75347,1.76351,0.36705,0.36705,,0.245,0.245,2.7732099999999997,1.0733700000000002,1.08479,1.0574299999999999,1.07103,1.0574299999999999,1.07103,1.13503,1.40105,19.36337,19.47423,-7.2942800000000005,-7.2942800000000005,management,0.7016,0.7016,4.2385,4.2385,15591.24,15257.14,4.43419,4.43419,285503.7,279385.7,3.8313900000000003,4.16348,14.074079999999999,13.662529999999999,13.662529999999999,3.8313900000000003,5.18847,4.868930000000001,4.868930000000001
254,perShare,TA,68.92211,68.92211,16.85051,,2.07127,2.07127,,,,,,,,,,,4.12023,,746.5930000000001,,63.388709999999996,63.388709999999996,management,2.61817,,23.363310000000002,,,,45.15573,,,,1.61815,0.879,2.7598,,7.37865,,1.0744200000000002,1.89378,
255,perShare,RPAI,7.64268,7.64268,1.0646,1.0644200000000001,0.04676,0.04676,0.66252,0.66252,0.66252,1.34715,0.15023,0.1503,0.15006,0.14982,0.15006,0.14982,0.06154,-0.21101,2.2593400000000003,2.25897,7.26894,7.26894,management,0.13318,0.13318,,,152098.6,150683.7,6.3284,6.3284,2261437.0,2240400.0,0.89571,3.13999,6.27917,1.8935400000000002,1.8935400000000002,0.89571,3.23706,0.93822,0.93822
256,perShare,MANH,2.24212,2.24212,1.44001,1.4409,1.7441400000000002,1.7441400000000002,,,0.0,1.90428,1.3317700000000001,1.33142,1.31733,1.31769,1.31733,1.31769,1.31733,2.02354,9.49187,9.49358,1.26134,1.26134,management,1.81902,1.81902,,,26800.63,25224.12,6.14737,6.14737,193109.1,181749.7,25.24532,33.78996,63.54195,59.263709999999996,59.263709999999996,25.24532,58.0028,48.649770000000004,48.649770000000004
257,perShare,LAMR,11.74277,11.74277,6.19787,6.19742,0.26054,0.26054,3.3160000000000003,3.84,3.84,7.580419999999999,3.7126099999999997,3.7107900000000003,3.7055800000000003,3.70345,3.7055800000000003,3.70345,3.65866,1.04385,17.4804,17.479129999999998,-17.15405,-17.15405,management,0.33448,0.33448,,,103364.2,103364.2,7.15035,7.15035,487123.3,487123.3,7.09743,7.51748,28.67998,32.15671,32.15671,7.09743,8.210989999999999,7.9528300000000005,7.9528300000000005
258,perShare,KYN,13.893120000000001,13.893120000000001,,,0.01583,0.01583,2.1295,1.47,1.47,-0.33883,-1.0056,-1.0056,-1.0056,-1.0056,-1.0056,-1.0056,-1.0056,0.99013,0.38626,0.38626,13.893120000000001,13.893120000000001,management,0.01505,0.01505,,,,,6.85235,6.85235,,,-3.9177199999999996,-8.16774,-14.829620000000002,-6.6489899999999995,-6.6489899999999995,-3.9177199999999996,-8.24938,-3.95174,-3.95174
259,perShare,ATRO,12.54434,12.54434,2.62072,2.6213900000000003,1.0292700000000001,1.0292700000000001,,,0.0,1.41239,1.62411,1.5346,1.6025399999999999,1.48779,1.6025399999999999,1.48779,0.79779,0.94315,23.80548,23.811529999999998,3.7612699999999997,3.7612699999999997,management,0.9923299999999999,0.9923299999999999,4.2265,4.33477,18915.27,18577.5,4.6787,4.6787,280982.5,275965.0,6.6801699999999995,6.938389999999999,14.175189999999999,13.4154,13.4154,6.6801699999999995,8.240310000000001,7.94988,7.94988
260,perShare,ATNI,42.2525,42.2525,5.69931,5.69465,10.105210000000001,10.105210000000001,1.008,0.68,0.68,6.80578,-0.67609,-0.67615,-0.67609,-0.67619,-0.67609,-0.67619,-0.41728000000000004,0.26869,27.44929,27.42655,32.1401,32.1401,management,0.39205999999999996,0.39205999999999996,19.543689999999998,19.543689999999998,1157.059,1157.647,11.45159,11.45159,258071.8,258071.8,0.17578,2.39356,1.68799,-1.57578,-1.57578,0.17587,3.08354,0.22875,0.22885999999999998
261,perShare,ARCW,1.3794899999999999,0.89369,-0.13563,0.0695,0.01565,0.0095,,,0.0,0.43863,-0.64727,-0.3878,-0.64727,-0.3878,-0.6611100000000001,-0.58299,-0.64727,-0.12262,4.13512,3.60143,0.40667,0.03174,management,0.8698,0.9598,5.92467,5.63121,-23334.54,-17069.81,7.63633,7.52951,149074.1,158496.2,-13.614970000000001,-4.57538,-14.35799,-32.75999,-38.61681,-10.336889999999999,-5.937790000000001,-16.86147,-13.400079999999999
262,perShare,APEI,19.5502,19.5502,1.66576,1.67012,13.357489999999999,13.357489999999999,,,0.0,2.23588,0.62216,0.62866,0.62,0.62534,0.62,0.62534,0.95439,1.91947,17.6112,17.659860000000002,17.55495,17.80011,management,0.78878,0.78878,,,6429.691999999999,6447.753000000001,22.55515,22.55515,160375.3,160825.8,3.16234,6.8581199999999995,7.95677,3.2404599999999997,3.2404599999999997,3.16234,7.92848,3.60771,3.60771
263,perShare,AP,3.865,3.865,0.6745,0.6745399999999999,0.55011,0.55011,,,0.0,1.6247200000000002,-0.94527,-0.9534799999999999,-0.94527,-0.9534799999999999,-1.66688,-1.67562,-0.30534,-1.43464,31.604770000000002,31.60665,3.26233,3.26233,management,0.73845,0.73845,3.69614,3.69614,-5827.5380000000005,-6261.2080000000005,5.26123,5.26123,221365.2,237838.6,-1.94399,-5.31263,-20.150879999999997,-17.438,-17.438,-1.94399,-6.986330000000001,-2.70705,-2.70705
264,perShare,ANIK,20.15502,20.15502,2.30924,2.30897,12.92585,12.92585,,,0.0,2.79987,1.9257099999999998,1.9331,1.89182,1.89968,1.89182,1.89968,1.89182,2.37814,7.97342,7.97467,19.08715,19.08715,management,0.37595,0.37595,1.32796,1.32796,189498.3,176577.9,5.22689,5.22689,798675.9,744220.8,8.92008,10.67235,11.6198,9.85271,9.85271,8.92008,11.202910000000001,9.34247,9.34247
265,perShare,ANGO,16.34521,16.155479999999997,0.39305999999999996,0.35879,6.05197,1.08562,,,0.0,0.6372399999999999,-0.29735,-0.2949,-0.29735,-0.2949,1.63639,1.48612,-0.035039999999999995,0.70426,7.21979,6.63212,3.23711,1.51053,management,0.35104,0.33318000000000003,2.57642,1.9947700000000002,-10155.81,-10572.38,6.52303,6.4976199999999995,246591.3,239384.8,-1.44574,-2.11248,-2.9340900000000003,-1.90842,-1.92602,-1.47146,-2.3148299999999997,-1.5795299999999999,-1.58345
266,perShare,AMOT,12.41734,12.41734,3.3695199999999996,3.3704099999999997,1.39765,1.39765,0.107,0.12,0.12,4.6955599999999995,1.8112400000000002,1.81191,1.79918,1.8005799999999998,1.79918,1.8005799999999998,1.8077,2.01755,39.22249,39.232859999999995,0.39192,0.39192,management,1.2555100000000001,1.2555100000000001,4.77131,4.77131,10316.36,10012.94,8.464889999999999,8.464889999999999,224899.4,218284.7,5.75915,6.11062,15.5381,15.40404,15.40404,5.75915,7.32837,6.81018,6.81018
