,metricType_x,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly,metricType_y,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
0,perShare,AAPL,20.36534,20.41775,14.5847,15.20928,22.63148,24.43854,2.456,3.0,3.04,17.09711,11.96578,12.75492,11.88579,12.66158,11.88579,12.66158,11.88579,10.91645,55.96448,58.58356,20.36534,20.41775,management,0.73888,0.74946,40.13446,36.56687,410825.3,419905.1,11.28444,13.71081,1934379.0,1953891.0,15.69236,16.0985,44.714659999999995,55.46829,55.91721999999999,16.1064,22.4014,22.89958,22.83302
1,perShare,BAC,29.968940000000003,29.968940000000003,2.93628,2.93606,18.28398,18.28398,0.408,0.66,0.66,5.55096,2.7685400000000002,2.7680700000000003,2.75318,2.75277,2.75318,2.75277,3.0019400000000003,5.91332,9.66271,9.66199,21.97326,21.97326,management,,,,,133155.3,,,,442932.0,,1.14564,0.9743700000000001,8.51805,10.73393,10.73393,1.14564,,,
2,perShare,AMZN,124.6185,124.6185,54.2004,66.31778,110.4839,110.4839,,,0.0,72.15293,23.45749,23.47691,22.992060000000002,23.01774,22.992060000000002,23.01774,22.992060000000002,43.00497,556.5912,557.1419999999999,86.86145,94.99197,management,1.44638,1.4463700000000002,8.78851,8.78851,16052.58,14538.85,15.07494,15.07489,388131.4,351530.1,5.9820199999999994,4.61216,19.03761,21.9451,21.9451,5.9820199999999994,8.386660000000001,10.01498,10.01498
3,perShare,T,25.39384,25.39384,5.87765,5.87745,1.67205,1.67205,1.96,2.04,2.04,8.05879,1.89917,1.8990599999999997,1.8945299999999998,1.8943599999999998,1.8945299999999998,1.8943599999999998,2.23066,1.9521700000000002,24.658820000000002,24.65798,-16.49129,-16.49129,management,0.33445,0.33445,29.863709999999998,,58268.48,60873.98,6.97392,6.97392,705031.1,736556.9,2.76411,3.20867,9.61561,7.5479899999999995,7.5479899999999995,2.76411,3.7515300000000003,3.24593,3.24593
4,perShare,MO,3.3488,3.3488,-0.52862,-0.52763,1.13941,1.13941,2.6039999999999996,3.24,3.24,5.78515,-0.65062,-0.65541,-0.65062,-0.65541,-0.6955600000000001,-0.7016,2.97673,0.81445,13.434989999999999,13.43679,-6.2659400000000005,-6.2659400000000005,management,0.47952,0.47952,5.362019999999999,5.362019999999999,-155641.0,-166027.4,170.8163,170.8163,3219231.0,3439726.0,-2.31834,14.81611,63.87611,-11.55695,-11.57599,-2.31452,19.295370000000002,-3.2292799999999997,-3.22396
5,perShare,DAL,23.8934,23.8934,11.25268,11.25393,4.483709999999999,4.483709999999999,0.991,1.505,1.505,14.152429999999999,7.32258,7.3422600000000005,7.30015,7.319710000000001,7.30015,7.319710000000001,7.30015,3.84374,71.98621999999999,72.01379,0.6440899999999999,0.6440899999999999,management,0.75333,0.75333,18.33044,18.33304,52994.93,52245.02,18.19156,18.19156,522578.7,515292.0,7.63955,7.57275,34.21577,32.81804,32.82493,7.6379399999999995,11.13613,11.08398,11.081660000000001
6,perShare,AA,22.15754,22.15754,-0.75676,-0.75472,4.7365,4.7365,,,0.0,8.56604,-6.08108,-6.0629800000000005,-6.08108,-6.0629800000000005,-6.08108,-6.0629800000000005,-2.46919,1.6549900000000002,56.39459,56.24259,21.06906,22.15754,management,0.67828,0.67828,4.93041,4.93041,-61366.91,-61811.59,15.16424,15.16424,750575.6,756014.5,-5.5456199999999995,-0.52405,-5.70377,-23.12436,-23.12436,-5.5456199999999995,-0.74243,-7.92125,-7.92125
7,perShare,AXP,28.48272,28.48272,9.47711,9.47425,29.37531,29.37531,1.328,1.6,1.6,11.50136,8.00845,8.00966,7.989160000000001,7.990360000000001,7.989160000000001,7.990360000000001,7.989160000000001,12.72508,54.355419999999995,54.33905,24.060489999999998,28.48272,management,0.2332,0.2332,,,,,0.80481,0.80481,,,3.4937199999999997,3.34681,27.494040000000002,29.23657,29.23657,3.4937199999999997,6.10306,6.53072,6.46358
8,perShare,DD,55.49547,55.49547,3.3713,3.3697199999999996,2.08513,2.08513,,2.16,2.16,7.98232,-0.95136,-0.94386,-0.95136,-0.94531,0.66595,0.66681,1.3776,-13.378420000000002,28.82487,28.811359999999997,-7.79485,-7.79485,management,0.16725,0.16725,3.3363400000000003,3.3363400000000003,-10210.53,-19400.0,5.91314,5.9524099999999995,323488.7,614628.6,-0.52789,,,-1.04968,-1.04968,-0.52789,,-0.78309,-0.78309
9,perShare,BABA,27.19298,39.50819,6.27405,10.86016,11.06978,18.76914,,,0.0,8.01943,4.7861,9.29875,4.70763,9.16078,4.70763,9.16078,4.83413,10.662,20.25163,26.084,9.03743,21.549960000000002,management,0.44803999999999994,0.43701,31.23208,,133389.8,237561.9,20.60383,,630957.7,675913.1,9.47188,12.890989999999999,22.94201,28.53605,20.4177,15.359620000000001,17.82978,13.8339,22.157729999999997
10,perShare,ABT,17.63855,17.63855,3.71421,3.71434,2.3489299999999997,2.3489299999999997,1.092,1.28,1.28,4.31458,2.0367599999999997,2.03628,2.0219,2.02145,2.07019,2.06985,2.12158,1.2510299999999999,17.913529999999998,17.914170000000002,-5.18127,-5.18127,management,0.47243999999999997,0.47243999999999997,3.25345,3.25345,34295.24,33654.21,6.01565,6.01565,303847.6,298168.2,5.33244,3.9560400000000002,8.91819,11.68928,11.68928,5.33244,4.6826300000000005,6.27494,6.27494
11,perShare,AMAT,8.96725,9.42329,3.22222,3.41635,3.9497800000000005,4.30903,0.524,0.82,0.83,4.181719999999999,2.86233,3.05497,2.8381,3.0247,2.86349,3.0247,2.89974,2.3719900000000003,15.4582,16.05238,5.08624,5.570180000000001,management,0.79701,0.7762899999999999,2.2854799999999997,2.35206,124744.2,128500.0,5.770490000000001,5.6044,679441.9,682590.9,14.63295,16.19795,34.427240000000005,33.5171,35.6199,14.613970000000002,21.03806,18.9621,18.633010000000002
12,perShare,AMGN,16.3561,16.3561,16.49918,16.50595,15.067639999999999,15.067639999999999,4.5680000000000005,5.8,5.8,19.5154,12.96198,12.94968,12.87685,12.87594,12.87685,12.87594,12.94308,8.251330000000001,38.36125,38.376999999999995,-41.330740000000006,-41.330740000000006,management,0.37046,0.37046,1.33538,1.33538,349309.6,335128.2,6.11811,6.11811,1040624.0,998376.1,12.43548,10.83259,34.36295,70.73468000000001,70.73468000000001,12.43548,12.6749,15.71543,15.71543
13,perShare,AAL,-0.27557,-0.27557,9.91741,9.01031,8.93502,8.93502,0.4,0.4,0.4,13.613370000000002,3.80275,3.81132,3.795,3.8046300000000004,3.795,3.8046300000000004,5.25582,-1.42031,103.0187,103.0187,-14.696320000000002,-14.696320000000002,management,0.7591600000000001,0.7591600000000001,10.45775,10.45835,12875.14,12676.69,26.486109999999996,26.486109999999996,349507.4,344120.3,2.7966,5.81756,163.4067,,,2.7966,8.195319999999999,4.00627,4.00627
14,perShare,AIG,75.48859,75.48859,10.23595,10.23598,3.2827599999999997,3.2827599999999997,1.186,1.28,1.28,19.28592,3.73881,3.73861,3.68517,3.68422,3.7391300000000003,3.73777,4.97855,-2.39121,56.12066,56.12085,75.48859,75.48859,management,0.09817000000000001,0.09817000000000001,,,86213.39,89586.95,,,1044351.0,1085217.0,0.81038,0.27246,1.43575,5.393619999999999,5.393619999999999,0.81038,,,
15,perShare,ALL,81.49843,81.49843,15.38231,15.963429999999999,1.05956,1.05956,1.528,1.96,1.96,38.32721,14.2535,14.3048,14.02699,14.064670000000001,14.02699,14.064670000000001,14.478110000000001,11.7185,134.1019,134.0718,73.52038,73.52038,management,0.38521,0.38521,,,106621.2,105875.9,,,983787.9,976911.3,4.174869999999999,2.54839,13.48055,21.69155,21.69155,4.174869999999999,,,
16,perShare,ADBE,21.83144,21.66667,7.50873,8.19333,8.65983,8.63561,,,0.0,8.754769999999999,6.0754,6.67771,6.01013,6.60525,6.0041199999999995,6.59921,6.33064,8.79577,22.72566,23.797439999999998,-3.90101,-3.83437,management,0.56519,0.57276,,,134319.0,142934.2,7.66657,8.16895,507890.1,515213.9,14.947289999999999,12.548589999999999,22.55049,31.81643,29.70413,15.890020000000002,16.67728,21.85296,21.440739999999998
17,perShare,GOOGL,292.6511,292.6511,65.84154000000001,65.84151,173.8616,173.8616,,,0.0,68.11048000000001,49.58591,49.60873,49.16284,49.18188,49.16284,49.18188,51.26832,44.33716,231.7023,231.7022,259.8139,259.8139,management,0.63635,0.63635,68.2773,68.2773,315551.1,288841.8,7.01226,7.01226,1487178.0,1361298.0,13.502229999999999,13.021519999999999,16.55586,18.11961,18.11961,13.502229999999999,15.016110000000001,16.01595,16.01595
18,perShare,ACN,22.64201,24.26174,8.403789999999999,9.598510000000001,9.63256,8.52922,2.448,2.92,3.06,11.92468,7.4896199999999995,7.8048399999999996,7.360460000000001,7.6989399999999995,7.360460000000001,7.6989399999999995,7.360460000000001,6.13448,66.46369,69.05828000000001,11.569560000000001,12.33545,management,1.5935,1.46668,,,10191.88,10246.84,5.54343,5.35783,90883.3,90763.82,17.86996,18.665570000000002,45.56673,34.51143,38.58205,16.55821,34.10432,30.057190000000002,26.081429999999997
19,perShare,ABBV,-5.52569,-5.52569,6.670489999999999,6.66936,26.99553,26.99553,2.946,4.28,4.28,10.48139,5.29507,5.290690000000001,5.28437,5.28052,5.28437,5.28052,5.75749,4.315980000000001,22.416439999999998,22.412670000000002,-28.68664,-28.68664,management,0.44813000000000003,0.44813000000000003,4.45056,4.45056,262733.3,262733.3,6.15353,6.15353,1108867.0,1108867.0,10.61785,9.90276,1503.9660000000001,,,10.61785,12.71555,13.63161,13.63161
20,perShare,LLY,2.72254,2.72254,6.27402,6.27419,2.54667,2.54667,2.19,2.58,2.58,7.504980000000001,4.981319999999999,5.03028,4.95669,5.0045,8.89018,8.74485,5.70063,1.14711,23.85367,23.85431,-8.03164,-8.03164,management,0.53656,0.53656,1.50146,1.50146,128287.1,137930.1,4.32377,4.32377,617370.9,663776.9,11.14954,8.75525,29.84135,74.59069000000001,74.59069000000001,11.14954,12.27905,15.89449,15.89449
21,perShare,AGN,177.0347,177.0347,2.41945,2.4196400000000002,18.0003,18.0003,,2.96,2.96,18.45551,-16.021279999999997,-15.98465,-16.021279999999997,-15.98465,-16.021279999999997,-15.98465,-6.44362,17.72414,48.902429999999995,48.90615,-66.8451,-66.8451,management,0.16377,0.16377,2.46,2.5099,-307002.9,-302592.0,5.30952,5.30952,938128.3,924649.4,-5.35924,-3.71726,-6.7544,-8.55073,-8.55073,-5.35924,-4.00371,-5.86156,-5.86156
22,perShare,APA,8.65547,8.65547,-2.65782,-2.65959,0.65681,0.65681,1.0,1.0,1.0,8.06105,-9.4244,-9.42474,-9.4244,-9.42474,-9.4244,-9.42474,-4.19854,-1.14134,16.75066,16.761779999999998,8.65547,8.65547,management,0.31822,0.31822,3.20487,3.20487,-1118639.0,-1164085.0,5.5984,5.5984,1918578.0,1996522.0,-18.55426,-10.82437,-32.46741,-68.42560999999999,-68.42560999999999,-18.55426,-12.7355,-22.87951,-22.87951
23,perShare,ADP,12.43643,12.42334,6.175269999999999,6.68543,4.51336,3.4914300000000003,2.3080000000000003,2.96,3.16,8.46537,5.27195,5.68895,5.24063,5.65784,5.23949,5.65784,5.58387,2.06294,32.39305,33.33249,4.618609999999999,4.50903,management,0.35115,0.33031,,,39883.48,42467.24,6.40904,5.5535,246525.2,250194.8,5.68093,4.75231,37.5201,48.63797,45.25148,5.60651,23.612679999999997,25.91827,28.898770000000003
24,perShare,AKAM,22.57987,22.57987,5.58904,5.58904,9.48757,9.48757,,,0.0,6.223330000000001,2.93803,2.93863,2.9047,2.9049,2.9047,2.9049,3.09388,3.0152400000000004,17.58257,17.58257,11.59415,11.59415,management,0.46413999999999994,0.46413999999999994,,,62865.71,62031.46,5.6087,5.6087,379665.0,374626.8,7.68537,6.91569,10.31038,13.9576,13.9576,7.68537,7.854210000000001,9.07049,9.07049
25,perShare,NLY,11.04255,11.04255,-1.5641399999999999,-1.57671,1.2941200000000002,1.2941200000000002,1.18,1.1,1.1,-1.47563,-1.6025,-1.59101,-1.6025,-1.59101,-1.6025,-1.59101,-1.59376,-2.9186900000000002,0.64753,0.6476,10.97768,10.97768,management,0.00787,0.00787,,,-12186430.0,-11692380.0,25.25865,25.25865,5234659.0,5022443.0,-1.8324900000000002,0.28306,1.36475,-17.590629999999997,-17.590629999999997,-1.8324900000000002,1.2492299999999998,-8.50198,-8.50198
26,perShare,ATVI,16.65669,16.65669,2.68742,2.68784,7.621360000000001,7.621360000000001,0.3,0.37,0.37,2.99125,1.9595799999999999,1.96107,1.9494200000000002,1.94937,1.9494200000000002,1.94937,2.10699,2.2236599999999997,8.41634,8.41361,3.19475,3.19475,management,0.34392,0.34392,55.84,55.86666999999999,157382.2,163478.3,6.892189999999999,6.892189999999999,679476.4,705326.1,7.966080000000001,6.679810000000001,11.99126,12.431289999999999,12.42303,7.97138,8.01242,9.34179,9.347999999999999
27,perShare,ADSK,-0.634,-0.634,1.56764,1.54033,8.403369999999999,8.403369999999999,,,0.0,2.12168,1.02003,0.97555,1.00719,0.9603299999999999,0.96404,0.9603299999999999,1.0089,6.13745,14.71596,14.75575,-13.045119999999999,-13.045119999999999,management,0.60032,0.60032,,,22751.27,21237.62,5.81271,5.81271,332416.3,324188.1,4.10872,-3.8209400000000002,-32.25178,,,3.9327099999999997,-6.65105,8.31833,7.961989999999999
28,perShare,ADM,34.48474,34.48474,4.26726,4.26726,1.52962,1.52962,1.268,1.4,1.4,4.70442,2.51865,2.52222,2.50973,2.5108099999999998,2.4407099999999997,2.4418,3.06763,-12.5115,114.4354,114.4354,24.6535,24.6535,management,1.52437,1.52437,6.72958,6.72958,40688.66,37217.85,28.736,28.736,1855265.0,1697008.0,3.3431599999999997,3.6914,8.21622,7.42622,7.42622,3.3431599999999997,5.445,4.79208,4.79208
29,perShare,BMH.AX,0.00995,0.008790000000000001,-0.00215,0.00455,0.00123,0.0015,,,0.0,0.003,-0.0038399999999999997,0.00011,-0.0038399999999999997,0.00011,-0.0038399999999999997,0.00011,-0.00536,0.00485,0.03148,0.0297,0.009909999999999999,0.008759999999999999,management,1.7388700000000001,0.9550299999999999,5.21772,5.85671,,,3.8268,7.13438,,,-21.188229999999997,,,1.67976,-32.32802,0.48203999999999997,,-32.10331,0.96221
30,perShare,WBA,26.25791,26.64258,6.48728,6.318219999999999,1.14252,0.9132,1.53,1.76,1.7775,8.4397,4.321219999999999,4.07216,4.31186,4.0652800000000004,4.31186,4.0652800000000004,5.26064,3.24384,148.2036,151.2016,-4.38358,-4.7225,management,2.01686,1.70966,11.301730000000001,10.01441,16550.42,15965.52,19.83709,18.85068,575067.3,592293.1,5.80451,6.4263,15.52273,15.031460000000001,16.08304,4.60846,9.00053,9.05903,7.0654699999999995
31,perShare,ARNA,21.356279999999998,21.356279999999998,7.752489999999999,7.98045,14.7409,14.7409,,,0.0,9.96694,7.9864,8.07338,7.68995,7.63985,7.68995,7.63985,7.9106,11.22782,15.59888,16.057570000000002,21.356279999999998,21.356279999999998,management,0.86665,0.86665,,,1546907.0,1242359.0,239.297,239.297,3137864.0,2520097.0,42.72428,6.89522,10.35497,47.39221,47.39221,42.72428,7.8824,44.51552,44.51552
32,perShare,LUV,18.941779999999998,18.941779999999998,6.47124,6.4761,7.8448899999999995,7.8448899999999995,0.46799999999999997,0.7,0.7,7.7531300000000005,4.21747,4.22227,4.20965,4.21694,4.26716,4.27576,4.20965,4.80371,41.61039,41.62784,16.50277,16.50277,management,0.8603299999999999,0.86029,11.53535,11.531310000000001,37943.14,37319.08,27.119709999999998,27.1185,375050.2,368865.1,8.70382,9.41815,25.6649,23.05309,23.05309,8.70382,13.58978,12.86245,12.86245
33,perShare,ACAD,4.50255,4.50255,-1.57945,-1.57951,4.49156,4.49156,,,0.0,-1.65618,-1.5982399999999999,-1.60399,-1.5982399999999999,-1.60399,-1.5982399999999999,-1.60399,-1.5982399999999999,-1.03441,2.3035200000000002,2.30361,4.4859,4.4859,management,0.51244,0.51244,3.7648599999999997,3.7648599999999997,-505389.9,-469578.8,10.96074,10.96074,728412.4,676798.4,-35.55413,-50.25473,-55.81175,-39.93485,-39.93485,-35.55413,-55.62559,-39.57278,-39.57278
34,perShare,PANW,16.3874,16.1334,0.76085,0.006229999999999999,28.95764,31.4333,,,0.0,0.53714,-0.86667,-1.7980599999999998,-0.86667,-1.7980599999999998,-0.86667,-1.7980599999999998,-0.8006300000000001,9.24987,30.6836,32.42597,-0.4814,-1.9378099999999998,management,0.46242,0.48418999999999995,,,-13250.28,-24850.3,5.52621,6.53407,469115.0,444967.2,-1.30611,-4.0069300000000005,-16.883979999999998,-13.00601,-5.9637400000000005,-2.7040900000000003,-6.162780000000001,-1.95323,-3.9686199999999996
35,perShare,AMD,2.41624,2.41624,0.49107,0.49118,1.28462,1.28462,,,0.0,0.71891,0.30064,0.29485,0.29286,0.28908,0.30446,0.3003,0.39363000000000004,0.24648,6.0098199999999995,6.01116,1.98974,1.98974,management,1.2719200000000002,1.2719200000000002,4.22879,4.22879,30511.63,28771.93,4.351,4.351,626139.6,590438.6,6.19803,-8.36145,-48.6807,16.02736,16.02736,6.19803,-14.40746,10.51114,10.51114
36,perShare,AEP,39.814479999999996,39.814479999999996,8.98697,8.9954,0.90961,0.90961,2.41,2.71,2.71,10.816180000000001,3.8912699999999996,3.8917300000000004,3.8786099999999997,3.8807199999999997,3.8786099999999997,3.8807199999999997,4.08386,-6.5144,31.41773,31.44721,39.70824,39.70824,management,0.21509,0.21509,8.67215,8.67215,105613.0,106140.9,9.8069,9.8069,889477.0,893922.3,2.55392,2.3797099999999998,8.90696,9.91717,9.91717,2.55392,2.74076,2.94924,2.94924
37,perShare,ALXN,50.93448,50.93448,12.37144,12.3797,12.42431,12.42431,,,0.0,11.15112,10.77195,10.78715,10.69528,10.71462,10.69528,10.71462,10.711739999999999,8.52081,22.2024,22.217229999999997,13.05965,13.05965,management,0.31713,0.31713,0.71721,0.71721,838027.2,780110.3,4.60965,4.60965,1739665.0,1619435.0,15.27679,5.34186,8.17602,23.528779999999998,23.528779999999998,15.27679,5.74659,16.51974,16.51974
38,perShare,AVGO,62.66583000000001,61.072680000000005,20.3222,20.54654,12.70101,16.15038,5.034,10.6,11.2,23.6969,6.80151,6.3818,6.46062,6.047630000000001,6.43198,6.0548,7.721839999999999,11.70883,53.93079,54.09547,-73.68593,-101.6767,management,0.38425,0.29606,10.04705,10.00793,160941.2,138684.2,6.8642199999999995,6.18614,1329235.0,1192947.0,4.6523900000000005,4.665830000000001,10.832939999999999,10.64044,10.49265,3.4418300000000004,5.14239,5.0489,3.84593
39,perShare,EA,17.88926,24.86942,3.8137300000000005,10.00336,18.271810000000002,19.25086,,,0.0,4.74832,3.3630400000000003,9.56103,3.3300699999999996,9.50429,3.3300699999999996,9.50429,3.3732699999999998,5.91611,16.176470000000002,18.08054,11.24832,18.15464,management,0.56439,0.53832,,,107263.2,291752.6,9.82143,6.7182,521052.6,555463.9,11.61849,14.374720000000002,27.92206,44.98847,20.53194,28.27455,21.66796,15.940560000000001,36.30532
40,perShare,APD,50.14898,52.36578,12.99549,13.78168,10.95523,10.903189999999999,3.748,4.52,4.58,15.1425,7.9328199999999995,8.57397,7.88628,8.52154,7.942239999999999,8.50712,8.07932,-0.27260999999999996,40.24774,40.32714,44.6294,46.782990000000005,management,0.46792,0.4614,13.865879999999999,14.721639999999999,107476.1,111496.6,7.045780000000001,7.00063,533427.1,513165.1,9.42785,7.406839999999999,14.85365,16.857329999999997,15.95173,10.02485,8.887189999999999,10.79007,11.44605
41,perShare,AMBA,13.254370000000002,13.254370000000002,-1.00234,-1.00234,11.97281,11.97281,,,0.0,-1.14915,-1.3539,-1.35774,-1.3539,-1.35774,-1.3539,-1.35774,-1.3539,1.1363,6.9137699999999995,6.9137699999999995,11.94018,11.94018,management,0.46016999999999997,0.46016999999999997,4.65871,4.65871,,,10.23432,10.23432,,,-9.01131,3.42345,3.9144099999999997,-10.32596,-10.32596,-9.01131,3.8232800000000005,-9.93553,-9.93553
42,perShare,ANF,16.871579999999998,16.871579999999998,,1.30359,10.69629,10.69629,0.8,0.8,0.8,3.99968,0.61088,0.65887,0.59835,0.63116,0.59835,0.63116,1.32639,,55.08031999999999,55.78142,16.871579999999998,16.871579999999998,management,1.2198,1.2198,3.3757099999999998,3.3757099999999998,,,47.248329999999996,47.248329999999996,,,1.51369,1.57874,2.84741,3.47117,3.47117,1.51369,2.03105,1.9788299999999999,1.9788299999999999
43,perShare,LULU,14.294,14.294,6.16545,6.16646,8.00657,8.00657,,,0.0,8.03749,4.95116,4.95248,4.92991,4.93117,4.92991,4.93117,4.92991,2.94962,30.386740000000003,30.386740000000003,14.115179999999999,14.115179999999999,management,1.4831299999999998,1.4831299999999998,3.8033300000000003,3.8033300000000003,37210.14,33978.74,104.7114,104.7114,229354.2,209436.6,24.062179999999998,21.66452,29.12045,37.99643,37.99643,24.062179999999998,26.311390000000003,30.41555,30.41555
44,perShare,RAD,21.96923,18.51661,-5.847659999999999,-0.85601,2.6724099999999997,5.27684,,,0.0,9.2906,-12.6188,-7.2066300000000005,-12.6188,-7.211639999999999,-7.988289999999999,-7.571160000000001,-6.39291,-7.18077,409.4214,406.14300000000003,-6.852639999999999,-8.51114,management,2.61021,2.3315799999999998,9.24053,8.80545,-11711.22,-7182.429,11.83197,12.66602,379974.7,406418.0,-8.04495,3.18046,63.74824,-30.89064,-47.84977,-4.12049,4.55095,-12.49739,-5.91079
45,perShare,BRK.AX,0.007909999999999999,0.008159999999999999,,,0.0012,0.0007,,,0.0,-2e-05,-0.0013,-0.00082,-0.0013,-0.00082,-0.0013,-0.00082,-0.00217,-0.00514,0.0,0.00109,0.007909999999999999,0.008159999999999999,management,0.00011,0.08113,,,,,0.04845,1.00661,,,-11.78917,-12.39874,-22.01908,-8.74822,-19.40991,-5.5801,-14.402079999999998,-15.641879999999999,-7.1139399999999995
46,perShare,AGNC,20.41228,20.41228,,,1.53633,1.53633,2.352,2.0,2.0,1.27049,1.16167,1.1584299999999998,1.15996,1.14879,1.15996,1.14879,1.15996,0.07571,5.39342,5.392180000000001,19.43982,19.43982,management,0.026269999999999998,0.026269999999999998,,,12859810.0,13490200.0,11.942739999999999,11.942739999999999,54579440.0,57254900.0,0.61892,0.6318699999999999,5.33047,6.4308,6.4308,0.61892,2.47552,2.50916,2.50916
47,perShare,JBLU,17.01773,17.01773,3.6662199999999996,3.66868,4.709219999999999,4.709219999999999,,,0.0,4.4936300000000005,1.91841,1.9324299999999999,1.90684,1.92057,1.90684,1.92057,1.9416,0.98256,27.12466,27.1395,16.656029999999998,16.656029999999998,management,0.7076100000000001,0.7075199999999999,30.377359999999996,30.415090000000003,35409.8,34495.3,36.62443,36.61991,503702.8,490633.5,4.97443,5.60455,13.41115,11.99916,11.99916,4.97443,7.33448,6.4333800000000005,6.4333800000000005
48,perShare,A,15.3657,15.638710000000001,4.1195,3.25515,4.4724900000000005,3.9548400000000004,0.5216,0.6409999999999999,0.6559999999999999,4.09192,3.4108300000000003,2.45166,3.36792,2.42259,3.36792,2.42259,3.61116,1.22979,16.23585,16.595879999999998,0.15534,0.6451600000000001,management,0.57389,0.5675,3.56872,3.54967,68874.6,46871.16,6.05275,5.82101,332025.7,321227.0,11.904630000000001,8.314160000000001,15.42976,15.45933,22.99517,8.2805,9.75441,14.53386,9.87974
49,perShare,ORLY,5.254519999999999,5.254519999999999,21.3647,21.36346,0.5343399999999999,0.5343399999999999,,,0.0,28.172390000000004,18.069000000000003,18.078329999999998,17.882479999999997,17.892020000000002,17.882479999999997,17.892020000000002,17.882479999999997,13.88851,130.4827,130.4751,-7.1578,-7.1341399999999995,management,1.08568,1.08568,1.43072,1.43072,27106.58,26167.57,49.88431,49.88431,197788.0,190936.3,14.87909,15.145079999999998,99.32618000000001,370.4471,370.4471,14.87909,28.215359999999997,26.92035,26.92035
50,perShare,FOLD,1.8652799999999998,1.8652799999999998,-1.46249,-1.46294,1.77255,1.77255,,,0.0,-1.2451299999999998,-1.48235,-1.5129700000000001,-1.48235,-1.5129700000000001,-1.48235,-1.5129700000000001,-1.37252,-1.12516,0.7579899999999999,0.7582300000000001,1.00082,1.00082,management,0.22221999999999997,0.22221999999999997,1.9582700000000002,1.9582700000000002,-652725.3,-610253.4,6.597289999999999,6.597289999999999,333767.4,312049.7,-43.45776,-34.02482,-77.7632,-86.99424,-86.99424,-43.45776,-38.08815,-50.01161,-50.01161
51,perShare,AZO,-71.29757,-72.85077,77.58954,81.08487,7.334219999999999,6.51269,,,0.0,105.9756,64.42446,67.14352,63.08028,65.5019,63.42541,65.41452,63.08028,59.543690000000005,465.2813,488.4696,-84.12147,-85.89301,management,1.23305,1.06844,1.33097,1.2542200000000001,29090.63,29109.16,41.83775,37.827,214573.0,216920.7,16.71704,14.62447,,,,14.337729999999999,32.52528,36.9664,28.2001
52,perShare,AN,35.39036,35.39036,6.975689999999999,6.97376,0.47007,0.47007,,,0.0,10.86993,5.00333,5.00378,4.9812199999999995,4.97814,4.97238,4.96929,4.81778,5.52223,235.7536,235.6885,12.07174,12.07174,management,2.012,2.012,5.12131,5.12131,17678.43,18032.0,55.76503,55.76503,836694.1,853428.0,4.25115,4.21443,17.05145,15.338289999999999,15.338289999999999,4.25115,9.07217,8.62767,8.62767
53,perShare,AES,4.51237,4.51237,2.53973,2.53973,2.15226,2.15226,0.4772,0.546,0.546,4.8021,0.45482,0.45571000000000006,0.45277,0.45277,0.45427,0.45427,0.73855,-0.5592199999999999,15.27586,15.27586,2.211,2.211,management,0.30796999999999997,0.30796999999999997,14.736839999999999,14.736839999999999,,,6.62915,6.62915,,,1.96164,1.46046,7.57377,9.73565,9.73565,1.96164,1.9761,2.58165,2.58165
54,perShare,ARR,24.40184,24.40184,,,3.08091,3.08091,2.7260000000000004,2.16,2.16,-4.32223,-4.591480000000001,-4.66311,-4.591480000000001,-4.66311,-4.591480000000001,-4.66311,-4.591480000000001,-3.12751,1.3280299999999998,1.32835,24.40184,24.40184,management,0.00707,0.00707,,,,,2.6672700000000003,2.66723,,,-2.29935,-0.47258,-5.20673,-20.72901,-20.72901,-2.29935,-3.4210599999999998,-15.701179999999999,-15.701179999999999
55,perShare,BDX,77.9544,78.18621,11.9516,10.512089999999999,2.09298,2.0946,2.8080000000000003,3.08,3.1,19.07302,3.82303,2.4348099999999997,3.7558,2.39515,3.9377699999999995,2.7652400000000004,6.589760000000001,6.73402,62.924209999999995,63.40866,-63.872980000000005,-62.53569,management,0.32725,0.33092,3.5793199999999996,3.43128,16191.62,11541.81,7.4142399999999995,8.09044,236646.7,247585.3,2.23907,2.79054,7.33321,3.09375,4.90599,1.5426600000000001,3.21653,2.54962,1.77777
