,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
2889,perShare,RNX.TO,0.05853,0.13109,-0.00097,-0.00515,0.003,0.04116,,,0,0.05107,-0.02106,-0.01096,-0.02106,-0.01096,-0.02106,-0.01096,-0.01465,-0.0655,0.33294,0.20842,0.05853,0.13109
2894,perShare,QGR.V,0.02166,0.00096,-0.04145,-0.04346,0.02348,0.00346,,,0,-0.04346,-0.04152,-0.04345,-0.04152,-0.04345,-0.04152,-0.04345,-0.04152,-0.03695,8e-05,0.00021,0.02166,0.00096
2895,perShare,PTM.TO,-0.39861,-0.352,-0.71478,-0.366,0.13321,0.02598,,,0,-0.18413,-0.72492,-0.45585,-0.72492,-0.45585,-0.72492,-0.45585,-0.73922,-0.46048,0,0,-0.39861,-0.352
2896,perShare,PSH.V,1.05239,1.05239,0.32055,0.3222,0.00317,0.00317,,,0,0.46425,0.07986,0.0799,0.07884,0.0791,0.07884,0.0791,0.07884,-0.89517,0.68168,0.68368,1.05239,1.05239
2898,perShare,PRG.V,0.02242,0.02876,,,0.01108,0.00682,,,0,-0.01443,-0.01243,-0.00888,-0.01243,-0.00888,-0.01243,-0.00888,-0.01548,-0.01232,0,0,0.02242,0.02876
2899,perShare,PRB.V,0.25744,0.21793,-0.19729,-0.07454,0.27638,0.21806,,,0,-0.11097,-0.1986,-0.0755,-0.1986,-0.0755,-0.1986,-0.0755,-0.199,-0.09366,0,0,0.25744,0.21793
2901,perShare,PNP.TO,1.97873,1.97873,,,0.68611,0.68611,,,0,0.21293,0.21205,0.21206,0.21205,0.21206,0.21205,0.21206,0.21205,-0.11542,0.27517,0.27517,1.97873,1.97873
2905,perShare,PGM.V,0.13834,0.13834,-0.06961,-0.06702,0.19612,0.19612,,,0,-0.04921,-0.07139,-0.06502,-0.07139,-0.06502,-0.07139,-0.06502,-0.07139,-0.08726,0,0,0.13834,0.13834
2906,perShare,PG.TO,1.86037,1.86037,0.00523,0.00526,0.39065,0.39065,,,0,-0.09309,-0.13472,-0.1356,-0.13472,-0.1356,-0.13472,-0.1356,-0.2375,-0.19529,0.63303,0.63581,1.86037,1.86037
2907,perShare,PFM.V,0.01447,0.01447,-0.0232,-0.02324,0.06674,0.06674,,,0,-0.01816,-0.02822,-0.0282,-0.02822,-0.0282,-0.02822,-0.0282,-0.02822,-0.00623,0.18812,0.18844,0.01447,0.01447
2911,perShare,OTTW,16.04699,16.04699,,,1.1186,1.1186,,0.24,0.24,,0.62,0.63,0.62,0.63,0.62,0.63,0.62,,3.80447,3.86384,15.78754,15.78754
2912,perShare,ORX.V,0.00767,0.00767,-0.0097,-0.00985,0.00265,0.00265,,,0,-0.0086,-0.00978,-0.00979,-0.00978,-0.00979,-0.00978,-0.00979,-0.01058,-0.00414,0,0,0.00767,0.00767
2916,perShare,OCN.L,12.97731,12.97731,2.61421,2.61421,8.37725,8.37725,0.54124,0.56379,0.56379,3.08555,1.06708,1.06708,1.06708,1.06708,1.06708,1.06708,1.28156,-0.12927,9.24976,9.24976,12.14821,12.14821
2921,perShare,NGC.V,0.24446,0.23707,-0.01542,-0.00977,0.03641,0.02357,,,0,-0.0105,-0.01595,-0.01032,-0.01595,-0.01032,-0.01595,-0.01032,-0.01595,-0.02041,0,0,0.24446,0.23707
2922,perShare,NEV.V,0.00708,0.00496,-0.03679,-0.02696,0.00292,0.00104,,,0,-0.01882,-0.0368,-0.02717,-0.0368,-0.02717,-0.0368,-0.02717,-0.03345,-0.01793,0,0,0.00708,0.00496
2926,perShare,NBU.V,-0.03225,-0.0387,,,0.00093,0.00032,,,0,-0.00854,-0.00584,-0.01004,-0.00584,-0.01004,-0.00584,-0.01004,-0.00584,-0.00116,0,0,-0.03225,-0.0387
2930,perShare,MRFG3.SA,0.88241,0.88241,4.46969,4.47106,11.99735,11.99735,,,0,8.04481,0.35067,0.35143,0.35067,0.35143,0.35067,0.35143,0.76065,2.64431,78.405,78.41148,-8.72403,-8.72403
2931,perShare,MOUR.BR,128.7578,124.5399,13.80746,16.02313,100.1816,106.4737,4.302,7.28,7.28,20.91972,11.0047,12.53069,11.0047,12.53069,11.0047,12.53069,10.72339,0.0101,280.9602,301.9647,100.0631,95.8367
2934,perShare,MMA.V,0.1224,0.11956,,,0.00234,0.00137,,,0,-0.00315,-0.01824,-0.00317,-0.01824,-0.00317,-0.01824,-0.00317,-0.01824,-0.01263,0,0,0.1224,0.11956
2936,perShare,MHI.AX,0.52287,0.56037,-0.01371,0.00799,0.05739,0.03651,,,0,0.00478,-0.02656,-0.00885,-0.02656,-0.00885,-0.02656,-0.00885,-0.02665,-0.18774,0.69638,0.77024,0.52287,0.56037
2937,perShare,MELE.BR,7.4667,7.4667,1.53562,2.64632,0.968,0.968,1.3544,0.91,0.91,2.90275,1.49,1.48957,1.49,1.48957,1.49,1.48957,1.49,0.38822,12.03924,12.03917,7.33665,7.33665
2938,perShare,MEGA.JK,2231.755,2231.755,321.0359,321.0359,1969.923,1969.923,102.1371,143.7941,143.7941,413.64,287.593,287.593,287.593,287.593,287.593,287.593,287.593,395.783,857.7452,874.5325,2231.755,2231.755
2939,perShare,MCB.TO,1.36984,1.36984,0.11166,0.11411,0.30336,0.30336,,,0,0.13841,0.00847,0.00716,0.00835,0.00704,0.00835,0.00704,0.01143,0.12073,1.91264,1.95454,1.07604,1.07604
2940,perShare,MBO.V,0.02369,0.01655,-0.0283,-0.02336,0.00805,0.02717,,,0,-0.02115,-0.02846,-0.01832,-0.02846,-0.01832,-0.02846,-0.01832,-0.03074,-0.01999,0.00156,0.00101,0.02369,0.01655
2941,perShare,MBN.TO,9.48121,8.09309,,,6.75235,4.72345,,0.16,0.32,0.21185,0.68824,0.21447,0.68824,0.21447,0.68824,0.21447,0.68824,2.61335,0.8885,0.40134,9.48121,8.09309
2944,perShare,LYD.TO,0.07988,-0.07998,-0.23362,-0.36086,0.00595,0.00715,,,0,0.00066,-0.23936,-0.37271,-0.23936,-0.37271,-0.23936,-0.37271,-0.00104,-0.057,0,0,0.07988,-0.07998
2947,perShare,LND.V,0.24459,0.24699,-0.01101,-0.0096,0.20296,0.21092,,,0,-0.00807,-0.01659,-0.01554,-0.01659,-0.01554,-0.01659,-0.01554,-0.01659,0.04076,0.06865,0.0559,0.24459,0.24699
2948,perShare,LMR.V,0.04541,0.04365,,,0.00014,8e-05,,,0,-0.01771,-0.02698,-0.02137,-0.02698,-0.02137,-0.02698,-0.02137,-0.02396,-0.0105,0,0,0.04541,0.04365
2955,perShare,LBS.TO,5.91304,7.23367,,,16.09083,17.43584,,1.2,1.2,0.28785,-3.15766,-0.37773,-3.15766,-0.37773,-3.15766,-0.37773,-3.15766,-3.64827,-2.3857,0.56592,5.91304,7.23367
2957,perShare,KPT.TO,8.0112,8.0112,,,,,0.756,0.9,0.9,0,-0.68411,-0.68508,-0.68411,-0.68508,-0.68411,-0.68508,-0.68411,-0.52232,0,0,8.0112,8.0112
2958,perShare,KIN.BR,7.85075,7.85075,4.62656,4.62657,2.69689,2.69689,0.49334,0,0,6.38687,2.02,2.01872,2.01,2.00576,2.01,2.00576,2.01,2.34819,20.39444,20.39444,0.90508,0.90508
2959,perShare,KGL.V,-0.00189,-0.00247,-0.0035,-0.00204,0.00188,0.00091,,,0,-0.00714,-0.00366,-0.0022,-0.00366,-0.0022,-0.00366,-0.0022,-0.00856,-0.00363,0,0,-0.00189,-0.00247
2960,perShare,JZR.V,-0.10792,-0.12157,-0.0501,-0.03404,0.00883,0.01098,,,0,-0.03567,-0.05055,-0.05903,-0.05055,-0.05903,-0.05055,-0.05903,-0.05193,-0.07618,0,0,-0.10792,-0.12157
2961,perShare,JBSS3.SA,11.12064,11.12064,4.7928,4.79292,3.76503,3.76503,0.13097,0.00225,0.00225,7.54579,2.27715,2.27715,2.27615,2.27621,2.27615,2.27621,2.39106,3.55779,76.71365,76.71552,-0.34286,-0.34286
2962,perShare,JAX.V,0.04522,0.04655,-0.03282,-0.01104,0.00575,0.01341,,,0,-0.00938,-0.03293,-0.01123,-0.03293,-0.01123,-0.03293,-0.01123,-0.0273,-0.01098,0,0,0.04522,0.04655
2963,perShare,J36.SI,80.22573,80.22573,,11.79565,19.06323,19.06323,1.594,1.72,1.72,14.00517,7.568,7.568,7.568,7.568,7.568,7.568,4.2311,7.728,109.1253,108.9374,72.69507,72.69507
2964,perShare,ITH.TO,0.46643,0.46643,-0.02869,-0.0287,0.052,0.052,,,0,-0.02737,-0.02871,-0.02872,-0.02871,-0.02872,-0.02871,-0.02872,-0.02871,-0.02799,0,0,0.46643,0.46643
2968,perShare,IMV.TO,0.12735,0.12735,-0.54048,-0.5406,0.27781,0.27781,,,0,-0.51564,-0.55112,-0.5504,-0.55112,-0.5504,-0.55112,-0.5504,-0.55112,-0.55927,0.01144,0.01146,0.12735,0.12735
2970,perShare,IGX.V,0.00438,0.00438,-0.14945,-0.14945,0.02861,0.02861,,,0,-0.13277,-0.16024,-0.16023,-0.16024,-0.16023,-0.16024,-0.16023,-0.16024,-0.13114,0.01115,0.01115,0.00438,0.00438
2974,perShare,IBAB.BR,3.77949,3.77949,0.68029,0.67881,1.56452,1.56452,0.25418,0.0532,0.0532,1.03229,0.25832,0.25584,0.25832,0.25584,0.25832,0.25619,0.25832,1.47347,9.59119,9.5704,3.43406,3.43406
2975,perShare,HVG.V,0.23517,0.21234,,,0.04883,0.0212,,,0,-0.02254,-0.12343,-0.01846,-0.12343,-0.01846,-0.12343,-0.01846,-0.13082,-0.03952,0,0,0.23517,0.21234
2976,perShare,HTR.V,-0.14435,-0.14435,-0.01291,-0.01291,0.00032,0.00032,,,0,-0.01697,-0.01347,-0.01345,-0.01347,-0.01345,-0.01347,-0.01345,-0.01354,-0.00281,0,0,-0.14435,-0.14435
2977,perShare,HSX.L,6.10717,6.10717,0.25691,0.26246,3.11386,3.11386,0.31938,0.34909,0.34909,0.37699,0.13865,0.14026,0.13655,0.13211,0.13655,0.13211,0.14041,-0.47552,8.1311,8.17369,5.33143,5.33143
2978,perShare,HPY.V,0.17251,0.16355,-0.00433,-0.00511,0.00996,0.01554,,,0,-0.00643,-0.00436,-0.00513,-0.00436,-0.00513,-0.00436,-0.00513,-0.00545,-0.00631,0,0,0.17251,0.16355
2980,perShare,HLNG.OL,54.09071,54.09071,15.78453,16.05953,25.77596,25.77596,3.12009,1.04003,1.04003,28.14092,-4.05612,-4.13485,-4.05612,-4.13485,-4.05612,-4.13485,-3.93672,4.58176,43.07711,43.82745,54.09071,54.09071
2984,perShare,GXE.TO,0.83753,0.83753,0.20403,0.19704,,,,,0,0.22868,-0.02595,-0.02606,-0.02595,-0.02884,-0.02595,-0.02884,-0.02823,0.05626,0.47849,0.462,0.83753,0.83753
2985,perShare,GRT-UN.TO,58.20586,58.20586,7.82002,7.73908,5.52573,5.52573,2.61459,2.805,2.805,4.17864,7.79753,7.73241,7.79753,7.72178,7.79753,7.72178,7.79753,0.10585,5.58527,5.52745,58.20586,58.20586
2986,perShare,GPH.V,0.47727,0.42022,,-0.01218,0.01426,0.05476,,,0,-0.0489,-0.03813,-0.04723,-0.03813,-0.04723,-0.03813,-0.04723,-0.03813,-0.14372,0,0,0.47727,0.42022
2988,perShare,GGA.TO,0.04245,0.02063,0.00037,-0.01221,0.00533,0.00574,,,0,0.01543,-0.0247,-0.03143,-0.0247,-0.03143,-0.0247,-0.03143,-0.02008,0.00313,0.16165,0.14814,0.04245,0.02063
2989,perShare,GFM.L,0.98781,1.00531,0.15309,0.10536,0.13305,0.09022,,,0,0.1321,0.11939,0.06642,0.10893,0.06092,0.10893,0.06092,0.11187,-0.02583,0.42359,0.35805,0.97838,0.99586
2990,perShare,GEO.TO,1.90758,1.90758,0.35801,0.35913,0.31853,0.31853,,,0,0.62243,0.12479,0.12552,0.12327,0.12294,0.12327,0.12294,0.12327,0.29469,2.77965,2.77877,1.90758,1.90758
2992,perShare,GDI.TO,12.192,12.192,1.88279,1.85408,0.17878,0.17878,,,0,3.35615,0.31751,0.31787,0.31751,0.31012,0.31751,0.31012,0.41573,2.21576,60.39581,59.47481,-0.37518,-0.37518
2993,perShare,GCM.TO,7.22591,6.92675,1.04263,2.09789,1.0484,1.79379,,,0,4.66629,-0.13808,1.28174,-0.13808,1.28174,-0.13808,1.28174,-0.07206,1.84354,10.97245,10.60878,7.22591,6.92675
2994,perShare,GBT.TO,7.08576,7.48644,1.437,1.18726,0.36482,0.48999,0.272,0.28,0.28,1.20854,1.29313,0.94385,1.29313,0.94385,1.29313,0.94385,1.17024,0.55809,21.18764,20.87666,7.08576,7.48644
2995,perShare,GBLB.BR,126.5583,126.5583,7.641,7.64908,16.89862,16.89221,2.11856,2.205,2.205,8.21544,4.48466,4.48106,4.47971,4.47638,4.47971,4.47638,4.76337,,35.7633,36.66466,92.95263,92.95263
2997,perShare,FSZ.TO,5.38637,5.38637,0.68049,0.68181,0.98116,0.98116,0.696,0.84,0.84,1.33894,-0.13548,-0.1363,-0.13548,-0.1363,-0.13548,-0.1363,0.02818,0.75173,6.57399,6.58681,-6.56877,-6.56877
2999,perShare,FSV.TO,14.42922,14.42922,-5.4461,-5.36844,4.10624,4.10624,0.69451,0.84354,0.84354,8.23203,-9.25411,-9.54232,-9.25411,-9.55185,-9.25411,-9.55185,-1.7035,1.41889,88.54356,87.28144,-19.82627,-19.82627
3000,perShare,FRU.TO,5.9641,5.9641,0.84325,0.84245,0.01011,0.01011,0.6925,0.63,0.63,1.02222,0.04383,0.04376,0.04374,0.04325,0.04374,0.04325,0.11641,0.26205,1.18636,1.18523,5.9641,5.9641
3003,perShare,FNV.TO,37.57997,37.57997,4.54151,4.5409,0.98066,0.98066,1.27937,1.39184,1.39184,5.01346,2.57735,2.57507,2.57325,2.57056,2.57325,2.57056,2.55486,0.25647,6.31234,6.3115,37.57997,37.57997
3005,perShare,FAR.TO,0.4893,0.4893,0.31924,0.32342,0.25341,0.25341,,,0,0.45308,0.01715,0.01711,0.01669,0.01671,0.01669,0.01671,0.01669,0.12501,3.16065,3.20202,-0.70942,-0.70942
3006,perShare,F10.SI,0.05799,0.05801,0.00366,0.00784,0.00849,0.01017,,,0,0.01325,0.00019,-0.00047,0.00019,-0.00047,0.00019,-0.00047,0.00084,0.0059,0.14453,0.13566,0.05799,0.05801
3007,perShare,EVS.BR,10.17898,10.17898,1.79005,1.79007,4.25423,4.25423,0.7536,0.7,0.7,2.03405,1.39888,1.40222,1.39888,1.40222,1.39888,1.40222,1.39888,0.25625,7.3768,7.37656,10.08578,10.08578
3009,perShare,EURN.BR,9.75492,9.75492,1.91563,1.91413,1.24942,1.24942,0.32433,0.22214,0.03808,2.16086,0.4989,0.50186,0.4989,0.50186,0.4989,0.50186,0.43304,1.0008,3.9133,3.91024,9.75476,9.75476
3010,perShare,ESU.V,0.19015,0.17186,-0.04949,-0.02522,0.00517,0.001,,,0,-0.02522,-0.03808,-0.02158,-0.03808,-0.02158,-0.03808,-0.02158,-0.03808,-0.02232,0,0,0.0348,0.02954
3012,perShare,ESN.TO,1.06213,1.06213,0.10179,0.10179,0.00596,0.00596,,,0,0.09788,-0.01097,-0.01097,-0.01097,-0.01097,-0.01097,-0.01097,-0.01892,0.1396,0.9949,0.9949,1.03492,1.03492
3015,perShare,ENA.V,-0.05125,-0.06151,-0.0208,-0.0202,0.0001,0.00083,,,0,-0.01424,-0.02147,-0.02064,-0.02147,-0.02064,-0.02147,-0.02064,-0.02029,-0.01341,0.00313,0.00372,-0.05132,-0.06151
3016,perShare,EN.PA,27.39397,27.39397,7.4659,7.38181,9.42795,9.42795,1.66,1.7,1.7,9.33274,3.1763,3.17539,3.17,3.16914,3.17,3.16914,3.17,4.08459,101.7514,101.9239,4.44148,4.44148
3018,perShare,ELN.V,0.02356,0.01741,0.01324,-0.01016,0.02358,0.01942,,,0,-0.0083,0.01319,-0.01021,0.01319,-0.01021,0.01319,-0.01021,0.01353,-0.02914,0,0,0.02356,0.01741
3019,perShare,ECO.TO,1.26678,1.26678,-0.00164,-0.00176,1.06097,1.06097,,,0,-0.0285,-0.03506,-0.03509,-0.03506,-0.03509,-0.03506,-0.03509,-0.03506,0.00597,0.44487,0.44487,1.26678,1.26678
3021,perShare,DTEX3.SA,7.14895,7.14895,1.15245,1.15311,1.80247,1.80247,,0.37341,0.37341,1.54819,0.58809,0.58806,0.58257,0.58424,0.58257,0.58424,0.63266,0.1538,7.19901,7.20316,6.1053,6.1053
3024,perShare,DPM.TO,4.56817,4.56817,0.11474,0.11437,0.18253,0.18253,,,0,1.15505,-0.55647,-0.56327,-0.56548,-0.5724,-0.56548,-0.5724,-0.01963,0.25116,3.28896,3.2784,4.25641,4.25641
3026,perShare,DIV.TO,1.72321,1.72321,,,0.0271,0.0271,0.21417,0.22311,0.22311,0.24061,0.12941,0.12929,0.1283,0.12815,0.1283,0.12815,0.1283,0.03241,0.27829,0.27819,-0.85014,-0.85014
3027,perShare,DIE.BR,48.77748,,1.9611,1.96879,23.37189,,1.0974,0.805,0.805,1.22679,1.18223,1.17537,1.17592,1.16975,1.17592,1.16975,1.17592,-1.0362,70.01723,70.29166,38.76782,
3031,perShare,CTX.TO,1.01764,1.01764,0.15931,0.16474,0.44682,0.44682,,,0,0.30783,0.08858,0.08806,0.08246,0.08086,0.08246,0.08086,0.11549,0.23401,0.9929,1.02674,0.65263,0.65263
3032,perShare,CRR-UN.TO,9.58884,9.58884,1.11338,1.11343,,,0.89004,0.89004,0.89004,1.69173,1.06731,1.06788,1.06731,1.06737,1.06731,1.06737,1.10687,-0.26048,2.62907,2.62918,9.28796,9.28796
3034,perShare,CPLE6.SA,63.04431,63.04431,11.57626,11.57626,12.06046,12.06046,1.83069,2.84573,2.84573,17.62763,7.27172,7.27172,7.27172,7.27172,7.27172,7.27172,9.04297,7.36848,59.36033,59.30032,39.90348,39.90348
3035,perShare,CPFE3.SA,11.27735,11.27735,4.07794,4.07974,3.39,3.39,0.2764,0.48018,0.48018,5.98921,2.48446,2.47612,2.48446,2.47612,2.48446,2.47612,2.77672,4.64094,27.51579,27.52787,3.18804,3.18804
3036,perShare,COFB.BR,95.01818,95.01818,,,1.22375,1.22375,4.21238,5.6,5.6,6.75931,8.36662,8.24963,8.36662,8.24963,8.36662,8.24963,8.36662,,11.72697,11.74319,92.77457,92.77457
3039,perShare,CLH.V,0.40059,0.39369,0.01416,-0.0756,0.37394,0.2957,,,0,-0.02215,0.01447,-0.07501,0.01413,-0.07505,0.01413,-0.07505,0.01434,-0.07818,0,0,0.40059,0.39369
3040,perShare,CKE.TO,0.07112,0.07112,-0.14943,-0.15144,,,,,0,-0.00308,-0.18895,-0.18895,-0.18895,-0.18895,-0.18895,-0.18895,-0.04502,-0.01638,0.08406,0.08541,0.07112,0.07112
3041,perShare,CJT.TO,17.73346,17.73346,7.76471,7.77901,0.10273,0.10273,0.75972,0.936,0.936,11.30755,0.85926,0.85926,0.85294,0.85667,0.85294,0.85667,0.79963,-5.85635,35.77941,35.8453,14.50394,14.50394
3042,perShare,CIQ-UN.TO,7.89497,7.89497,,,7.95449,7.95449,0.6,0.3,0.3,1.35695,1.35695,1.34474,1.35695,1.34474,1.35695,1.34474,1.35695,0.58579,1.55633,1.55633,7.89497,7.89497
3043,perShare,CIO.V,-0.0095,-0.01421,,,0.00184,0.0002,,,0,-0.01666,-0.02429,-0.01799,-0.02429,-0.01799,-0.02429,-0.01799,-0.02051,-0.00881,3e-05,2e-05,-0.0095,-0.01421
3047,perShare,F,8.12959,8.12959,2.46454,0.20079,8.48873,8.48873,0.61,0.6,0.6,2.25274,0.03575,0.03442,0.03546,0.03143,0.01174,0.00744,1.88911,1.90724,38.93606,39.03111,8.01543,8.12959
3048,perShare,GE,3.2404,3.2404,0.63732,0.63698,4.16482,4.16482,0.664,0.04,0.04,1.39759,-0.00493,-0.00492,-0.00493,-0.00492,-0.62357,-0.62295,0.27678,0.23245,10.91414,10.90836,-1.03806,-1.03806
3049,perShare,XON,2.26755,1.40556,-3.71825,-3.16967,1.39257,0.65246,,,0,-2.65728,-3.93244,-3.58401,-3.93244,-3.58401,-3.93244,-3.58401,-3.6288,-1.25212,1.23975,0.84709,0.5248,-0.1641
3050,perShare,MSFT,13.38872,14.46709,6.29008,6.96205,17.5087,17.63645,1.516,1.8,1.89,7.9465,4.79565,5.4585,4.74616,5.40582,5.06127,5.74196,4.74899,3.38562,16.23152,17.38977,6.8761,7.9799
3051,perShare,XOM,45.26453,45.26453,7.73583,7.73493,0.72957,0.72957,3.116,3.43,3.43,6.29294,3.18501,3.18466,3.18501,3.18466,3.35831,3.35796,2.58605,-2.17703,59.8555,59.8485,45.26453,45.26453
3052,perShare,INTC,18.10233,18.10233,7.12587,7.12626,3.05897,3.05897,1.1075,1.26,1.26,7.4348,4.76523,4.78369,4.70557,4.72563,4.70557,4.72563,4.78243,2.53893,16.08875,16.08965,9.45361,9.45361
3053,perShare,VZ,14.84467,14.84467,8.80918,8.80971,0.6272,0.6272,2.321,2.4225,2.4225,11.46204,4.65563,4.65564,4.65338,4.65362,4.65338,4.65362,5.51963,1.66508,31.85217,31.8541,-16.33313,-16.33313
3054,perShare,C,91.40526,91.40526,9.8296,9.88113,11.33661,11.33661,1,1.92,1.92,16.89515,8.08065,8.19892,8.03779,8.15319,8.03602,8.15124,8.0493,-10.48153,32.79301,32.9649,78.65861,78.65861
3055,perShare,DIS,49.90286,50.39697,9.02701,8.60596,3.04211,3.83661,1.646,1.76,1.76,9.16552,6.28442,5.96423,6.2467,5.93186,6.63505,6.2574,5.01225,-0.27835,41.7587,43.02692,-21.02246,-22.32734
3056,perShare,KO,4.43481,4.43481,2.39917,2.39944,2.61098,2.61098,1.453,1.59,1.59,2.74788,2.08606,2.08609,2.06769,2.0678,2.06769,2.0678,2.15883,0.76064,8.63839,8.63939,-1.81893,-1.81893
3057,perShare,JPM,84.73677,84.73677,13.37667,13.41331,6.64846,7.03756,2.268,3.3,3.3,20.59862,10.75338,10.77821,10.72375,10.74905,10.72375,10.74905,10.78426,-1.95463,35.7934,35.89145,67.44084,67.44084
3058,perShare,CSCO,7.89906,8.37845,3.23153,3.18714,7.86682,6.38104,1.056,1.34,1.38,3.78228,2.82711,2.77107,2.80552,2.7546,2.6097,2.56464,2.85963,2.0542,11.65596,11.96542,-0.508,0.00354
3059,perShare,PG,18.84218,18.44052,2.57019,2.86466,4.10708,2.54267,2.7267,2.8975,2.9549,7.1713,1.43099,1.94555,1.53455,1.81031,1.53455,1.81031,5.12936,2.00628,26.65249,26.33941,-6.90462,-7.46724
3060,perShare,WFC,45.26529,45.26529,5.76332,5.76329,5.2624,5.2624,1.618,1.92,1.92,9.37537,4.08322,4.05152,4.05342,4.02347,4.05342,4.02347,4.11106,-0.64604,19.22154,19.22143,35.64848,35.64848
3061,perShare,GM,29.85143,29.85143,14.33912,14.35085,16.60214,16.60214,1.492,1.52,1.52,14.41838,4.62149,4.62968,4.57331,4.57318,4.57331,4.57318,5.27862,-7.88375,95.3697,95.53568,26.03929,26.03929
3062,perShare,MCD,-11.00134,-11.00134,10.05399,10.05432,1.2227,1.2227,3.96,4.73,4.73,13.6387,8.01003,8.01331,7.93882,7.94228,7.87737,7.88137,7.90911,2.80634,27.55458,27.55548,-14.58891,-14.58891
3063,perShare,CMCSA,18.16942,18.16942,5.69978,5.69916,1.20799,1.20799,0.656,0.84,0.86,7.43043,2.87093,2.8712,2.83232,2.83231,2.83232,2.83231,2.92397,2.06789,23.63167,23.62911,-19.86038,-19.86038
3064,perShare,S,6.38863,6.2649,1.83584,1.63401,1.72727,0.78837,,,0,2.75592,-0.47893,-0.65632,-0.47893,-0.65632,-0.47893,-0.65632,0.15011,-0.51063,8.28198,7.93012,-5.33203,-5.16979
3065,perShare,CAT,26.51965,26.51965,14.9163,14.9117,15.05956,15.05956,3.236,3.78,3.78,20.9398,10.53241,10.50737,10.42291,10.40032,10.73656,10.70786,10.77619,3.71868,94.80176,94.77254,12.41086,12.41086
3066,perShare,TGT,23.46891,23.46891,11.39061,11.39061,5.11108,5.11108,2.408,2.6,2.6,14.12917,6.39851,6.3985,6.34019,6.34038,6.36346,6.36366,6.37499,5.35299,151.4973,151.4992,22.10834,23.46891
3067,perShare,CVX,76.62068,76.62068,16.92137,16.94852,3.05446,3.05446,4.426,4.76,4.76,16.54946,1.55526,1.51959,1.54459,1.4825,1.54301,1.48378,1.27311,2.24053,73.96095,74.07959,74.24948,74.24948
3068,perShare,SBUX,-5.26102,-5.75556,4.09009,4.26044,2.32745,2.647,1.028,1.44,1.49,4.55381,2.94726,3.09239,2.91859,3.0623,2.91859,3.0623,2.67123,0.76858,21.49578,22.15305,-8.8678,-9.37837
3069,perShare,CHK,2.23874,2.23874,1.12012,1.12079,0.00308,0.00308,,,0,1.40565,-0.24985,-0.22273,-0.24985,-0.22273,-0.24985,-0.22273,-0.21354,-0.4393,5.13634,5.13942,2.23874,2.23874
3070,perShare,MRK,10.20356,10.20356,5.25039,5.24898,4.11577,4.11577,2.05,2.26,2.26,7.65007,3.88304,3.87979,3.86047,3.8566,3.81512,3.81132,5.36077,1.65549,18.15504,18.15191,-3.03818,-3.03818
3071,perShare,CMG,60.63866,60.63866,19.89525,19.89489,31.73417,31.73417,,,0,24.46633,12.62286,12.62298,12.37526,12.37558,12.37526,12.37558,13.33526,13.70253,197.4331,197.4296,59.84821,59.84821
3072,perShare,UTX,48.32906,48.32906,11.26404,11.26469,8.53574,8.53574,2.735,2.94,2.94,15.29895,6.47754,6.47825,6.40931,6.41072,6.40931,6.41072,6.76429,4.43827,89.18393,89.1891,-37.40892,-37.40892
3073,perShare,ORCL,6.48556,4.50332,3.64764,4.07463,11.26139,8.18032,0.664,0.76,0.91,5.10905,2.94276,3.26629,2.86549,3.17658,2.96972,3.17658,2.97924,2.74435,10.58574,11.77612,-8.11938,-10.6403
3074,perShare,MMM,17.49525,17.49525,10.55375,10.5542,4.26124,4.26124,4.888,5.76,5.76,14.96048,7.92028,7.9207,7.81063,7.81512,7.81063,7.81512,9.37618,3.51237,54.92394,54.92629,-16.96846,-16.96846
3075,perShare,COP,32.24446,32.24446,11.87946,11.88832,7.48109,7.48109,1.499,1.335,1.335,11.20782,6.43449,6.42576,6.39855,6.39524,6.39855,6.39524,5.15272,2.64363,28.86067,28.8822,32.24446,32.24446
3077,perShare,DE,36.44691,38.08515,16.17904,16.43599,12.31716,11.50283,2.532,2.97,3.04,23.25863,10.06319,10.1444,9.9379,10.02141,10.15,10.23481,9.9379,0.03696,122.5234,121.9087,22.72463,24.37245
3078,perShare,UNP,26.19272,26.19272,11.623,11.623,1.28739,1.28739,2.839,3.7,3.7,15.35477,8.41365,8.41588,8.38267,8.38493,8.38267,8.38493,8.36319,3.62272,30.74352,30.74352,26.19272,26.19272
3079,perShare,CRM,37.94513,37.94513,2.66706,2.70203,8.89922,8.89922,,,0,3.09654,0.15923,0.22948,0.15529,0.21258,0.14824,0.20583,0.28224,4.39571,20.11529,20.37902,4.50952,4.50952
