,symbol,metric.netIncomeEmployeeAnnual,metric.revenueEmployeeAnnual,metric.receivablesTurnoverAnnual,metric.freeOperatingCashFlow/revenue5Y,metric.freeOperatingCashFlow/revenueTTM,metric.grossMargin5Y,metric.grossMarginAnnual,metric.netProfitMargin%Annual,metric.netProfitMargin5Y,metric.dividendGrowthRate5Y,metric.focfCagr5Y,metric.revenueGrowth5Y,metric.totalDebtCagr5Y,metric.netDebtAnnual,metric.peNormalizedAnnual,metric.pfcfShareAnnual,metric.currentEv/freeCashFlowAnnual,metric.freeCashFlowAnnual,metric.longTermDebt/equityAnnual,metric.netInterestCoverageAnnual,metric.payoutRatioAnnual,metric.quickRatioAnnual,metric.totalDebt/totalEquityAnnual,metric.dividendYield5Y,metric.dividendYieldIndicatedAnnual,metric.capitalSpendingGrowth5Y,metric.inventoryTurnoverAnnual
813,EBMT,42303.5,243680.9,12.1621865,9.36545,-20.09389,43.889544,46.328880000000005,17.3602,13.39766,5.98398,-0.09374650000000102,11.326326499999999,37.0683,6.847,7.727530000000002,29.365128500000004,16.918127,-12.584,20.50074,3.2548634999999977,22.13944,1.8973774999999997,20.50074,1.84182,2.59386,3.479033500000001,134.78066
814,CTBI,65257.84,197238.6,11.959194000000002,21.05838,28.01727,42.1100005,43.085072000000004,33.08573,28.45306,5.51083,9.39941,5.20316,-0.89018,235.44,8.47693,10.05557,31.5583355,54.653,9.64358,29.947303500000004,40.64921,0.9154335,47.83326,3.04713,4.92866,4.3115,5.3824385
815,BWFG,121846.2,394682.3,32.414902,18.22242,3.23193,40.8384875,38.07163249999999,30.87196,24.46537,33.20691,-22.94027,18.4399,31.65447899999999,-52.844,5.61667,54.0251,11.299918,1.907,13.81985,18.985814499999996,22.65608,2.401694,13.81985,1.0746,4.31101,-20.58532,12.227675999999999
816,BKYI,-54977.44200000018,180396.5291861091,1.81778,-121.3658,-74.64,55.00609,-2.95831,-169.8309,-84.43775,-4.65591,-0.43203000000000136,15.28661,19.263722999999995,-0.32394,104.44667799999999,194.7618525,18.9987955,-1.6655400000000002,0.0,-747.9045275,25.891391,2.63473,0.0,2.0140304999999996,9.619727000000001,-16.64968,4.28045
817,SLCT,62368.42,250282.3,22.2944965,15.03534,22.89855,51.366097,51.617072500000006,24.91923,21.9337,1.8804945,35.46214000000001,17.49234,4.37075,38.262,10.89424,11.61866,13.647284499999998,11.978,26.963690000000003,15.758642,0.0,1.0846904999999998,26.963690000000003,2.3572395,3.5988004999999994,13.443929999999998,23.021560499999996
818,FNWB,45296.48,225512.6,8.182171,-16.2589605,27.31243,40.89159600000001,42.2638595,20.08601,-31.147316999999994,4.597154999999999,27.640761999999995,14.542499000000001,-12.326199999999996,-13.519,9.36406,7.60446,6.167071000000001,12.257,0.0,29.566760500000004,15.68671,3.7531045000000005,0.0,2.587848,2.2805,-13.587219999999999,10.722252
819,XBIO,-1104134.509,7135.63325050568,0.28242599999999995,-240.3755,-37489.16,-80.7591545,-7405.455408999999,-74839.08,-852.5146,4.2334890000000005,12.520133500000004,-25.021728500000002,8.7405255,-10.36792,23.568651,164.8009525,23.1931315,-6.3994,0.0,-746.4358759999999,28.844896500000004,4.134476500000001,0.0,7.7055525000000005,5.598942,9.9361825,6.420292000000001
820,OTTW,-1082427.3739999998,334444.71695134585,6.303804500000001,-2.867114,-2.2492445,44.309306500000005,43.05910600000001,16.296670000000002,13.10098,19.367608999999998,10.839673,13.80428,18.748648000000003,-3.53493,15.57306,193.80708950000002,35.301846000000005,-4.729878722554402,1.075836,-799.077315,39.14811,2.3286154999999997,5.323471500000001,2.5685745,3.3142400000000003,24.8223405,24.817175499999998
821,F,920.3085,801542.4,15.26038,4.71208,4.88647,15.466079999999998,12.27389,0.11482,2.96485,0.0,8.39032,1.58984,5.43968,120656.0,2.30797,2.2835,34.521875,7618.0,305.4422,150.4091,1695.775,1.05227,468.0036,5.52256,13.76147,0.44885,12.42979
822,GE,1741.803,390225.4,6.06195,-4.92462,2.13097,24.5562,24.21362,0.44636,-2.74,-64.83657,-29.58408,-3.93924,-19.0482,54488.0,24.31534,28.99412,45.813261,2029.0,243.0075,26.95539,210.09446050000003,0.7492410000000002,320.9564,3.4753800000000004,0.59435,-3.09903,5.17146
823,XON,-575733.8,179613.0,7.838610000000001,-50.91713,-147.814,68.61389,60.58702,-320.5413,-106.5994,-3.835505,12.317426000000001,46.54323,162.8102,-10.58,109.502468,32.3568315,163.96021950000002,-165.827,58.21471,-14.24157,30.563421999999996,4.28894,58.4972,2.0934925,11.8440665,93.65277,3.01798
824,MSFT,267614.5,915221.8,4.49399,17.53886,19.46905,64.95861,65.90196,29.2404,24.21006,8.99817,6.47359,7.70326,28.30922,-55067.0,32.69327,48.30115,53.53278,24449.0,71.25867,22.7971585,38.32649,2.49912,76.95886,1.91019,1.3139299999999998,20.48243,18.16296
825,XOM,192378.3,3503537.0,12.54765,-1.62978,-3.63757,30.93004,29.32746,5.49098,6.1024699999999985,4.79951,14.0972735,-8.2969,10.08166,43985.0,15.622279999999998,19.407559499999998,39.186758499999996,-9297.0,13.817379999999998,24.4685915,107.7353,0.49265,24.56248,3.99672,8.61386,-5.8625,9.63704
826,INTC,192923.9,659624.2,10.00834,12.36248,15.77989,61.1543,58.55624,29.24755,24.51891,6.605360000000001,14.3352,5.19341,16.25838,15878.0,11.31851,20.40373,24.5496,11356.0,32.58862,23.3473295,26.50133,1.00829,37.34403,2.46945,2.43857,9.71808,3.72882
827,VZ,141595.7,943599.3,5.05862,1.23692,5.2272,58.52483,58.49941,15.00592,12.62429,2.15351,5.46431,0.74259,-0.31664000000000003,108895.0,9.91008,32.85333,44.21596,6893.0,164.0394,6.653980000000002,52.27096,0.8034899999999999,181.593,4.29576,4.49726,1.43123,39.68528
828,C,96391.09,367752.5,7.598249,19.7914,-31.79603,52.372814000000005,54.18268499999999,26.21086,23.41118,65.96522,6.66633,4.40241,-0.29954000000000003,413081.0,4.65755,9.275905000000002,85.069791,-23620.0,125.8836,22.7971585,24.22558,0.8475055000000001,226.1662,1.5746,5.44145,9.52311,9.2990555
829,DIS,51316.04,328160.4,6.73378,7.71015,-0.6469199999999999,44.08427,39.60328,15.63749,17.19592,7.41743,12.712360499999999,7.34388,25.92354,41568.0,18.73011,23.246845999999998,30.96279,-1165.0,42.90086,21.82505,27.81781,0.8447399999999999,52.86632,1.52033,1.87473,8.04904,27.63433
830,KO,120766.1,500887.1,9.73511,1.3917,8.804269999999997,61.14471,60.77121,24.11045,17.67499,4.83493,-11.27466,-4.12293,0.48303,31588.0,20.30266,119.7072,152.9185,1572.0,144.966,22.7971585,76.73767,0.63145,225.2937,3.11803,3.74173,-3.11401,4.53302
831,JPM,142007.4,450712.0,7.6009495000000005,11.05043,-5.44596,52.372814000000005,54.18268499999999,31.50735,27.95859,21.49693,12.485297000000001,10.27663,-1.79608,495589.0,7.7937699999999985,9.275905000000002,56.949985500000004,-6297.0,111.544,22.797158500000002,31.45604,0.8017215,197.4871,2.285,4.28316,14.333352000000005,9.033881000000001
832,CSCO,166462.4,691592.3,8.7197,15.39328,17.1678,62.24061,62.93541999999999,24.06944,21.13169,14.61414,4.14633,1.94327,3.4235300000000004,-8768.0,13.65911,18.52273,20.91186,8943.0,43.11757,28.38073,47.8588,1.46229,73.47413,2.78554,3.68664,-6.54324,11.91576
833,PG,41968.25,716232.8,14.0467,5.55387,7.6170399999999985,49.90287,49.84191,5.85958,12.79267,2.91498,6.5684,-1.8746,-3.20613,19805.0,22.43555,64.63148000000001,38.3621435,4397.0,43.21524,112.4427,199.6698,0.58165,63.76234,3.11431,2.59263,-2.75123,6.96033
834,WFC,77303.76,328111.9,11.902168999999999,7.4756300000000016,-3.36104,52.372814000000005,54.182685000000006,23.56018,24.97674,8.21717,7.985106000000002,6.80318,6.09868,310946.0,6.38035,9.426199500000001,83.0459215,-2859.0,121.9321,22.797158500000002,47.07325,0.8810404999999999,177.7772,2.99607,7.77735,12.322637,9.5103315
835,GM,39566.77,814462.9,4.1090800000000005,-8.72545,-8.25215,11.57764,10.18093,4.85802,5.74034,0.0,19.513112,-2.52149,17.23087,80081.0,3.4459800000000005,18.718054499999997,40.0041935,-11325.0,157.7431,23.292710999999997,32.89774,0.76078,247.2339,4.14698,8.35624,15.122329999999998,12.196
836,MCD,29264.58,101573.5,9.03466,5.56652,10.18433,45.68317,52.73788,28.81124,23.64345,9.42535,18.18841,-5.14095,18.00548,33264.7,20.27156,55.68016,89.1014,2146.5,590.8837545000001,10.86672,58.98656,0.96871,844.0939194999999,2.51537,3.11857,-1.51375,196.6673
837,CMCSA,71245.99,582577.6,9.7287,8.7595,8.75145,69.26355,68.38685,12.22944,11.91867,15.16101,9.16769,9.63594,17.43361,101883.0,11.61093,16.213079999999998,25.60848,9534.0,124.424,4.9058,29.562690000000003,0.8362815000000001,129.8056,1.80408,2.70987,7.78748,8.033178000000003
838,S,-66427.35,1148718.0,8.447519999999999,-16.91265,-6.43909,54.27513,60.15179000000001,-5.78274,-4.93783,9.0563085,16.411374000000002,5.386094000000001,4.02271,32874.0,57.42456,19.407559499999998,39.074672,-2138.0,135.6474,1.4127,189.850907,0.98159,153.126,4.2584995,6.1490265,13.038442,13.37562
839,CAT,57081.92,521570.5,6.23732,3.31229,3.92379,30.91695,32.14126,10.94424,7.3025699999999985,7.06487,-7.143960000000001,-0.5067,-0.84291,29373.0,10.64105,30.55997,25.63485,2111.0,180.1549,9.49032,37.36264,1.04906,258.1368,2.72836,3.59292,-4.60797,3.20316
840,TGT,8980.77,214593.4,75.76334,3.41753,3.53334,29.65876,29.762390000000003,4.18502,3.97447,3.87119,13.36587,1.46931,-2.00578,8922.0,14.52081,16.80219,36.47497,2760.0,95.81678,9.81342,41.14408,0.2699,97.17739,3.07944,2.8519,11.12869,5.9347699999999985
841,CVX,58842.98,2895785.0,9.98084,-2.98679,3.02449,43.68524,42.85225,2.03202,4.3349,3.5261,9.819793,-6.85877,-0.6150399999999999,21224.0,58.99726,33.29938,18.17096,4239.0,16.42778,21.322302,306.0813,0.8473799999999999,18.70358,3.93667,6.86992,-16.799770000000002,13.86704
842,SBUX,11286.03,83229.52,33.71952,12.59949,3.4694,30.15053,28.24781,13.56013,14.66841,21.64402,7.103160500000001,10.01599,40.38108,8409.9,23.60336,50.03163,55.83529,1479.1,194.590578,24.068494,50.05557,0.66862,248.50957250000002,1.65247,2.60111,9.24799,12.98372
843,CHK,-132473.1,3678280.0,10.21134,-16.658170000000002,-8.54771,75.66928,78.63658000000002,-3.6015,-39.99592,8.5144105,7.1612849999999995,-18.0409,-3.88946,9470.0,41.7299465,36.014129000000004,36.79313499999999,-731.0,208.1118,0.11521,98.7535535,0.5714875,217.1402,3.8831865000000008,6.38904,-19.31523,13.621815000000003
844,MRK,141342.9,669142.9,6.76439,7.89122,9.12022,67.92737,71.91289,21.12297,14.2975,7.0936,25.48509,2.09037,4.24327,15896.0,14.2237,45.26931,47.8256,4272.0,87.76006,19.86173,58.43373,0.96782,101.6945,3.05678,3.2,21.40143,2.30443
845,CMG,4489.205,71620.12,78.20924000000002,6.38407,6.94047,26.65872,29.54275,6.26808,5.12164,17.0757085,-2.02491,6.33939,-2.6849325,-880.7819999999998,45.81913,43.75968,70.23597,387.72,0.0,30.188755999999994,0.0,1.56934,0.0,2.1904569999999994,4.497870499999999,5.74094,165.2012
846,UTX,24619.21,318899.0,4.3449,2.74085,4.97625,26.564290000000003,26.23368,7.72006,8.76088,3.9159,4.43624,5.88009,17.24524,36270.0,13.94529,21.31073,25.7427,3834.0,90.45818,5.692819999999998,44.10331,0.76756,104.486,2.31976,3.11672,3.5758400000000004,5.40427
847,ORCL,78344.32,289421.3,7.69348,26.481340000000007,23.30441,79.93373000000003,79.76257,27.06931,25.75721,10.06423,-3.91956,0.63512,19.56282,18323.0,16.715670000000006,15.7695,19.50443,9959.0,237.1173,11.19074,27.417240000000003,2.47268,257.7462,1.46643,1.92771,23.40593,6.866518000000002
848,MMM,48313.2,338846.2,6.55101,6.849710000000001,6.3947,48.80624,46.65795,14.25815,16.34436,9.06359,-6.76584,0.1972,24.37299,17994.0,14.26914,37.45213,81.91476999999998,2055.0,175.1863,16.32258,72.56018,0.95825,203.17,2.62361,4.39495,2.61875,4.03341
849,COP,684622.6,3059057.0,8.68399,0.72901,9.15315,41.38899,47.43107,22.38019,2.6143,10.11007,8.047257000000002,-9.14082,-7.97178,6779.0,6.38692,11.94052,8.115039999999999,2968.0,42.28009,24.242638000000003,20.86521,2.25571,42.58026,2.68542,5.1048300000000015,-17.2328,16.76931
850,DE,42955.93,532623.8,7.6259,-2.40968,0.03032,27.25225,27.57567,8.064969999999999,7.327889999999999,7.36145,15.2253335,1.72197,4.16988,41477.0,13.636679999999998,20.503524,105.6563,-980.0,264.8646,3.89929,30.23548,0.714741,397.2137,2.07998,2.24321,5.338030000000002,4.69304
851,UNP,148999.4,546456.9,12.96,9.30775,11.78367,79.75524,79.91063,27.26645,23.93662,17.946479999999994,12.69932,-1.97764,17.16561,24309.0,16.56904,37.39231,55.63939,2558.0,132.0775,8.40275,43.89255,0.62239,139.0115,2.23543,2.80003,-4.49604,5.8419300000000005
852,CRM,3142.857,407095.3,2.66906,20.26843,21.56977,74.39045,75.23102,0.7720199999999999,3.65302,10.048534,32.85675,26.04808,6.831180000000002,-4889.0,475.8716,32.59421,71.0089,3688.0,8.86823,28.4868405,0.0,2.4320549999999996,9.02464,2.8709495000000005,5.560719499999999,17.22675,13.592758499999999
853,COST,24527.4,1045911.0,95.32022,0.55908,1.93748,13.11655,12.97748,2.34508,2.16918,12.67026,10.51947,6.27497,7.27083,-2200.0,36.51108,55.47919,122.3266,2320.0,36.20678,31.046020000000006,29.89253,0.5202899999999999,47.52345,0.96043,0.892,8.50878,11.84631
854,LOW,21953.85,369989.8,8.5054035,3.98106,1.67156,32.87919,31.79991,5.9336400000000005,4.67119,17.80548,-17.86852,5.11436,11.19316,18590.0,14.799179999999998,51.4567,31.14978,1206.0,850.3043,9.52836,38.73008,0.14089000000000002,979.0061,1.66159,2.6764,11.01719,3.82323
855,CVS,22670.09,877866.7,14.728879999999998,2.80917,3.0329900000000003,23.27542,38.18776,2.58241,2.23542,5.56671,10.56704,13.00012,39.65683,60424.0,10.10334,9.33074,22.46889,7788.0,101.3075,4.17529,39.41815,0.6150899999999999,107.2279,2.3393900000000003,3.58938,2.8397,9.34576
856,LMT,57953.49,556390.7,5.12374,4.06906,5.4688,12.68738,13.988829999999998,10.41597,8.67123,9.95574,21.00215,8.40842,15.553629999999998,11140.0,16.15625,30.20326,32.54776,3271.0,364.6946,12.95559,40.93098,0.9645,404.669,2.61088,2.73894,11.92199,15.55169
857,SO,166062.8,749768.1,12.75162,-17.80215,-20.28106,50.178062000000004,51.697275000000005,22.14856,12.00038,3.4422,17.787467499999998,3.01028,13.40156,44867.0,17.57195,19.407559499999998,40.7895305,-4344.0,150.3741,3.4047,54.23085,0.59214,168.5206,4.575069999999998,4.93336,4.79734,4.9318300000000015
858,HAL,-19634.78,389704.3,4.5679300000000005,-1.6500400000000002,1.27187,10.26065,10.19725,-5.03838,-5.28144,0.0,2.9868900000000003,-7.37661,6.09949,8191.0,3.99685,23.49518,35.32671750000001,285.0,130.3045,3.61687,64.3010835,1.65498,130.5417,1.91438,9.46124,-14.16111,6.52603
859,JCP,-2897.297,120724.3,17.898412999999998,0.27921,1.06564,36.26506,37.19889000000001,-2.39993,-2.02266,-1.5232025,16.274523499999997,-1.84544,-6.898510000000001,3336.0,44.465461999999995,0.72936,52.74245900000001,119.0,431.1218,0.10922,39.635319499999994,0.28986,448.9747,3.64114,10.990709,4.16255,3.04714
860,EMR,26529.91,209367.5,6.11585,5.28632,7.31853,42.59488,42.54844,12.67146,12.46348,1.04174,-8.05768,0.7105199999999999,-1.02685,4227.0,11.90498,23.25301,23.93495,1203.0,51.94947,17.78409,52.42845,0.88002,69.48864,3.14795,4.37445,-1.81592,5.71622
861,ED,95373.71,832797.9,9.35837,-12.39017,-11.8578,50.318498000000005,54.0300945,11.4522,19.71481,3.3678800000000004,9.819793,-0.5399,10.91682,20685.0,19.11248,20.1158705,41.404934000000004,-1491.0,102.8077,3.43517,72.30082,0.62351,120.2197,3.5554,3.92811,6.49439,16.36056
862,CATM,23969.2,659694.4,15.74219,9.77508,5.91023,34.32868,34.41709,3.63338,0.7377100000000001,-1.7942055,0.28045,5.04919,3.83303,709.36,11.8789,9.29743,13.94149,79.753,194.3777,2.67197,0.0,0.68581,194.3777,3.1364195,6.075081500000001,2.59118,80.41608000000002
863,X,-22300.88,457946.9,9.18495,-0.27941,-4.67651,8.64869,7.235060000000002,-4.86975,-2.10948,0.0,9.953893500000003,-5.8708,0.80456,2892.0,41.646164999999996,42.000688,54.50945750000001,-605.0,88.63636,-1.84211,74.9851005,0.77257,88.97849000000002,0.94491,0.67114,21.13583,6.1908699999999985
864,DOW,-46721.09,1168735.0,8.14237,-8.8352305,4.36544,51.93591249999999,14.65391,-3.99758,3.782584,5.9106735,9.2709155,5.386094000000001,14.074387999999999,14557.0,19.82507,11.0788,39.155523,1875.0,117.975,3.72093,51.610969,0.9927,125.5151,2.7405865,10.01073,10.6178975,5.59094
865,NVDA,206713.0,807186.2,7.08731,25.60089,35.55596,60.16761999999999,61.98938,25.60909,26.57224,9.6847,45.42598,18.45448,7.32795,-8906.0,55.62378,40.27502,64.16085,3882.0,16.314320000000002,37.701733000000004,13.9485,7.125,16.314320000000002,0.33961,0.25052,31.92253,3.2498
866,FDX,2711.37,406373.2,7.921010000000001,-0.4436,-2.22203,72.72606,70.52358000000002,0.6672100000000001,3.1659200000000003,39.87811,8.457447,8.86988,29.98943,15262.0,23.60789,16.3276775,38.35475999999999,-560.0,93.58,9.86767,147.1983,1.39055,99.00884,0.87126,2.38052,9.21587,38.11317
867,CL,73459.3,456191.9,11.05141,6.404,7.54477,59.72536,59.47238,16.10272,15.077,3.32882,1.57516,-1.90485,5.00113,6941.0,23.28913,48.97009,59.58303000000001,1184.0,6267.521,27.29412,62.18842,0.68821,6706.837,2.38485,2.60278,-15.04484,4.8
868,STT,56584.01,296700.1,7.375165000000001,29.60517,34.28037,50.433526500000006,52.8377885,19.07111,20.34817,11.29519,7.709684499999999,8.19842,-9.16661,11148.0,8.588330000000001,4.5862300000000005,29.2946305,4030.0,51.03352,24.039804500000002,36.23693,0.615476,59.14617,2.05804,3.98773,11.32149,7.192238500000002
869,MOS,-80894.12,698533.3,10.84547,1.81811,-2.73963,13.74225,10.07489,-11.58057,2.62243,-45.81463,10.187094000000002,-0.33238,3.78264,4095.2,47.322396499999996,19.586544999999997,44.588677000000004,-244.0,49.26787,3.16595,54.569990000000004,0.63348,50.23461,2.2858400000000003,2.01207,6.48749,3.68518
870,TRV,85686.27,1032190.0,10.303423500000001,12.17921,13.80719,48.5062135,51.316424,8.30141,9.48556,7.49684,8.0293,3.03444,0.64987,6064.0,9.44901,5.49068,13.869182999999998,4361.0,22.96573,23.50872,32.42413,0.7988734999999999,25.2785,2.20197,3.49345,3.9737349999999987,15.041037499999998
871,KMB,51209.88,455555.6,9.04633,2.97194,0.64499,35.25423,34.96477,11.24119,9.41386,3.96184,-26.373040000000003,-1.32656,2.0434,7334.0,18.85776,372.7943,138.8329,119.0,190.06670549999998,13.124,65.60037,0.47218,246.88488800000005,3.09826,3.29434,3.07709,6.66056
872,FTR,-299291.1,410481.0,11.9926,1.0442,3.47848,62.21291,62.29185,-72.9123,-24.20011,3.0030850000000004,9.27331,11.17907,12.50709,16709.0,44.465462,0.1303,38.60306,282.0,601.263959,0.96068,189.573095,0.6322030000000001,833.4207819999998,3.6874719999999996,10.476147999999998,12.24846,10.355176000000004
873,GD,33419.66,377458.0,3.62072,3.85353,2.01017,18.89931,17.93901,8.85388,9.23143,10.34147,-20.69132,4.9862199999999985,25.83779,11382.0,10.49147,46.1112,22.01286,791.0,68.4761,10.10435,33.78301,0.80198,90.47654,1.95507,3.50095,13.63075,5.25784
874,EXC,97161.7,1042060.0,7.2046,-3.635,-5.799,51.88882450000001,53.0286475,9.324,7.70449,4.68239,13.694119,4.65635,11.31628,37212.0,10.50983,19.407559499999998,41.6174725,-1997.0,98.43285,2.7828,48.09264,0.7239300000000001,117.3008,3.4360800000000005,4.67176,3.58713,13.96583
875,DUK,121543.6,851926.1,8.09784,-15.44991,-22.25368,52.3588445,54.09893850000001,14.26692,12.1856,3.68219,16.7307725,2.18586,7.64665,60932.0,14.97435,19.5933555,39.1841705,-5581.0,117.4341,3.04167,73.64028,0.40205,130.8381,4.25444,4.97238,15.61537,4.280869999999998
876,UAL,32010.64,460202.1,31.010040000000004,4.9007,5.50406,62.38006,62.0264,6.95578,6.8730699999999985,10.036673000000002,30.50338,2.14642,4.40136,9874.0,1.85978,2.38318,20.21894,2381.0,115.905,12.63056,0.0,0.47677,128.5058,3.6779039999999994,5.989976,17.69511,15.9718
877,KSS,19464.79,562647.9,907.9091,3.66132,1.89747,38.76901,39.22099,3.4595,3.47275,10.24737,-18.04356,0.98043,-6.75426,2624.0,2.35946,4.71474,13.366320000000002,379.0,59.13761,5.85507,62.08394000000001,0.40159,61.41284,4.24979,24.46568,4.62521,3.46264
878,MRO,218181.8,2336364.0,4.6706,-9.19026,-0.75875,79.97617,86.14786,9.33852,-12.64122,0.0,7.8536815,-14.648970000000002,-2.86943,4634.0,6.35733,18.627704,84.70621,-39.0,45.26454,2.43028,33.75,1.18223,45.26454,1.97993,5.47945,-12.63671,8.476189999999999
879,ETFC,235802.5,776543.2,2.91879,58.99534,80.22258000000002,88.79162,87.53577,30.36566,28.62636,8.898143000000001,32.66299,9.23653,5.08499,37387.0,8.74697,3.00043,55.93881999999999,2523.0,21.54975,23.595447000000004,14.7541,0.70394,611.5849,4.1460025,1.63504,11.36107,9.098627500000001
880,RTN,48583.94,425927.0,3.961980000000001,6.0258699999999985,8.35276,26.80524,26.60749,11.40664,9.83205,8.81873,17.91677,5.03141,-2.21833,468.0,10.99588,14.98463,19.586,2437.0,26.67921,34.5942,30.9994,1.26759,38.94298,1.89765,2.8745700000000003,21.5204,29.96921
881,VLO,271835.2,10576970.0,18.72822,2.42999,1.88785,5.63442,4.32868,2.57007,3.09279,14.47141,5.9189300000000005,-3.70712,8.656939999999999,7089.0,6.9154300000000015,8.05904,15.6489,2045.0,42.09512,12.92069,61.78054,0.90851,44.36087,3.42877,9.7174,-1.52268,15.30233
882,DVN,-33617.02,2646809.0,7.4984899999999985,0.8853700000000001,-0.16077,83.61735999999998,80.75563000000002,-1.2701,-32.115120000000005,-5.89639,17.298970500000003,-20.48342,-16.6113,3077.0,44.628225,32.7306015,53.763805500000004,-10.0,78.14546999999997,0.69615,44.4181355,0.8781525,78.26612,1.35458,5.2506,-22.60115,23.632461499999998
883,DISH,93285.56,800480.3,20.8558,-6.56268,16.15565,28.59546,29.84828,11.6537,9.13057,6.871421,128.9516,-2.64331,-0.40237,11279.25,7.29386,4.79784,14.157229999999998,2069.165,112.1381,21.943402,0.0,0.8212,122.267,3.2715314999999996,5.901499,-24.03592,29.28408
884,CERN,18708.62,201151.9,4.92405,10.31516,8.35459,82.72278,81.18536999999998,9.30074,12.02242,4.907810500000002,1.98607,10.8402,51.44812,496.608,36.12515,46.43643,61.74728,418.3,24.0515,24.6002425,32.31064,2.01805,24.0515,2.0542285000000002,1.15626,10.78903,44.4314
885,STX,48191.62,248862.3,9.56282,6.970160000000001,4.9809199999999985,27.7671,28.21944,19.36477,11.31996,1.21963,-20.91868,-5.4139800000000005,1.64403,2033.0,6.52831,26.77432,11.28784,446.0,196.716,12.20833,34.89066,1.52016,196.716,5.6125300000000005,5.68182,1.4932,7.37321
886,OXY,-87637.8,1622835.0,3.6588,-54.75971,-144.066,57.87371,61.4459,-5.40029,-8.033539999999999,1.30734,11.446843,1.17365,41.35287,35556.0,10.68157,23.956716999999998,41.131025,-29692.0,112.576,6.82883,36.3227825,1.15285,112.7249,4.85303,3.3846199999999995,26.53767,5.87071
887,CSX,153237.5,549143.2,11.96092,9.20735,20.35687,74.72766,77.46502,27.90483,21.0124,10.06423,55.76579,-1.18325,10.75845,14284.0,13.60024,18.00546,25.68685,2430.0,134.9848,8.1505,22.90603,1.4026,137.0527,1.60598,1.83195,-7.5159699999999985,10.26718
888,MPC,53686.29,2053538.0,18.14295,2.14322,2.14367,11.15352,11.39383,2.61433,3.06247,15.948620000000002,19.26656,4.88686,34.29441,27311.0,3.18663,4.88536,411.2646,2669.0,83.47776999999998,6.73595,53.01479000000001,0.61479,85.58794,2.77633,11.5653,29.42173,10.98805
889,CTSH,6619.056,58467.16,4.73761,11.57007,9.85521,39.09319,36.63826,11.32098,12.61678,8.637244,5.57896,10.33715,-14.14168,-2660.0,9.8,14.395920000000002,13.37815,1654.0,6.48703,27.701783000000006,24.48426,2.4550345,6.931589999999999,2.7996755,2.02765,13.05946,13.319600000000003
890,KR,3853.808739999996,396554.2159564945,10.7719515,5.5060695,-57.172411500000024,48.3179455,49.67235149999999,-3744.8136099999997,-327.552271,10.06423,0.07637000000000001,2.4277,3.95053,13677.0,15.85789,23.92203,70.87043,1050.0,140.7928,5.43274,30.67073,0.26722,163.6364,1.57568,1.98204,2.01532,11.895588
891,LVS,65103.45,270719.2,17.501910000000002,-1.25334,-8.9599,49.42941,50.27295,24.04833,21.31201,2.26321,5.276177000000001,-1.18643,4.56595,8266.0,12.65181,41.8152645,192.7332,-1231.0,239.4833,7.875260000000001,87.73165,1.634,240.8329,5.03075,8.33333,1.48805,189.7778
892,LRCX,202910.2,893848.1,5.315169999999998,18.43331,17.6015,45.20027,45.14873,22.70075,21.14523,54.2021,30.871170000000006,15.943929999999998,24.47936,-891.865,15.9198,14.47078,20.31581,2194.174,82.84806999999998,154.2197,30.2471,2.96008,97.12172,1.43055,2.1086400000000003,15.83899,3.0999
893,WY,-8128.342,700962.6,20.29102,-5.17709,-6.57614,22.54165,17.42447,-1.1596,6.49268,3.127,9.379171000000001,3.610230000000001,3.48102,6271.0,94.60376,37.579749500000005,33.367653999999995,-431.0,75.41886,2.20118,96.8356095,1.18787,78.39061,4.32187,8.86571,-0.5632699999999999,13.44596
894,WHR,14982.25,241645.0,9.26452,1.4475,1.92468,17.27794,17.30251,6.20011,3.45099,6.79305,-5.9827,0.54456,2.80977,3041.0,5.05821,13.17987,11.0431,393.0,129.5775,69.57895,24.60064,0.5926600000000001,156.2754,2.78709,5.8083300000000015,-5.87265,6.7938
895,FAST,36286.47,244710.0,7.326010000000001,1.33967,1.83175,48.80709,47.16051,14.82836,13.77694,13.18511,48.92489000000001,7.39457,30.8324,170.1,22.16357,179.1975,90.8412,97.7,12.83013,78.22222,63.0421,2.00257,12.94268,2.56067,3.28084,5.39457,2.13096
896,O,2437203.0,8309699.0,9.124,-146.6846,-226.5577,94.43967,94.06104,29.32962,27.958820000000006,4.26207,2.219374000000001,9.82637,9.88648,7853.482,30.87032,42.6458675,36.439821,-3379.3140000000008,80.89957,2.55876,195.2278,0.6794439999999999,80.89957,4.13835,6.41284,23.84668,1.5629
897,IP,18673.08,430307.7,5.89696,2.42298,6.87344,31.244020000000006,31.76171,4.33947,3.99554,4.1283,7.109089999999999,-1.07375,0.8227899999999999,9254.0,8.15618,7.513039999999998,101.532,1538.0,124.4263,5.0551,66.15008,0.51249,126.6044,3.92263,6.97991,-1.35388,6.86401
898,PPL,141239.3,628458.2,9.9475,-20.44937,-23.78685,50.80875350000001,52.5654935,22.47393,22.32959,2.7777,9.819793000000002,-0.21231,4.05553,22229.0,9.17018,20.115870499999996,41.404934,-1848.0,159.5027,2.82242,69.45559,0.49694,177.3843,4.80593,7.62517,-3.70226,10.7622
