,symbol,metric.netIncomeEmployeeAnnual,metric.revenueEmployeeAnnual,metric.receivablesTurnoverAnnual,metric.freeOperatingCashFlow/revenue5Y,metric.freeOperatingCashFlow/revenueTTM,metric.grossMargin5Y,metric.grossMarginAnnual,metric.netProfitMargin%Annual,metric.netProfitMargin5Y,metric.dividendGrowthRate5Y,metric.focfCagr5Y,metric.revenueGrowth5Y,metric.totalDebtCagr5Y,metric.netDebtAnnual,metric.peNormalizedAnnual,metric.pfcfShareAnnual,metric.currentEv/freeCashFlowAnnual,metric.freeCashFlowAnnual,metric.longTermDebt/equityAnnual,metric.netInterestCoverageAnnual,metric.payoutRatioAnnual,metric.quickRatioAnnual,metric.totalDebt/totalEquityAnnual,metric.dividendYield5Y,metric.dividendYieldIndicatedAnnual,metric.capitalSpendingGrowth5Y,metric.inventoryTurnoverAnnual
0,AAPL,410825.3,1934379.0,11.28444,19.40911,18.63398,38.71825,37.81777,21.23809,21.89832,11.2299,2.92073,7.31487,25.07771,7490.0,20.31081,23.58989,24.63068,44777.0,101.4576,23.609307,25.57007,1.50129,119.4048,1.4865,1.27584,1.35289,40.13446
1,BAC,133155.3,442932.0,6.690699,29.93606,61.20183000000001,52.764356500000005,54.0182875,30.06225,25.11008,38.20842,14.4085,6.61499,-2.10678,265997.0,6.67235,3.12944,59.99629749999999,55843.0,81.79525,22.7971585,23.64028,0.7653485,161.458,1.5899,3.59461,13.1395385,7.554974999999999
2,AMZN,16052.58,388131.4,15.07494,6.573060000000001,7.71885,38.28944,40.99001,4.13586,2.87305,19.5956895,61.86064,25.81346,21.04941,-13205.0,82.92384,43.83321,89.50989,21653.0,65.27393000000001,18.93359,38.788651,0.8636299999999999,67.37995,2.8827235,5.3954325,28.07419,8.78851
3,T,58268.48,705031.1,6.97392,5.05381,7.91697,53.18814,53.56278,8.264669999999999,8.60255,2.04138,89.50143,6.46819,14.79661,151017.0,12.31026,13.73074,41.24717,14345.0,82.1345,3.77371,108.1151,0.7531,88.56048,5.34235,7.57465,-1.72256,29.86371
4,MO,-155641.0,3219231.0,170.8163,3.70202,6.06133,47.07297,50.62923,-4.83473,25.37806,12.0189,20.14404,0.47503,13.79933,25925.0,12.56748,45.67776,37.291366,1522.0,434.6191,23.397624499999996,188.9570595,0.30964,450.6911,4.39064,8.98156,8.57992,5.3620199999999985
5,DAL,52994.93,522578.7,18.19156,5.5397,5.3375,56.52425,55.03861,10.14104,9.88168,30.640390000000004,0.50168,3.0950900000000003,2.92679,8278.0,3.07939,5.73508,15.82913,2509.0,57.77445,29.86099,20.57898,0.34637,72.66571,1.87505,6.221798499999999,17.02459,18.33044
6,AA,-61366.91,750575.6,15.16424,1.68556,2.94259,20.58388,18.1731,-8.175980000000001,-0.7802899999999999,0.9467180000000006,-5.0596,-4.5191,39.39567,921.0,22.055766,3.68197,25.996101,307.0,43.75,4.73514,28.205681500000004,0.7358600000000001,43.77432,3.2253009999999995,5.379952,-3.11618,4.93041
7,AXP,92113.79992499998,3445414.5670259795,0.80481,21.67494,23.41793,71.17527,68.48055,14.98171,15.005729999999998,10.37167,3.83233,5.47437,5.30105,113770.0,9.21248,5.61337,36.06486,10565.0,250.6827,28.810114499999997,20.47957,0.759717,596.2637,1.4349,2.33696,6.60059,12.022293000000001
8,DD,-10210.53,323488.7,5.91314,-4.064509,-46.43455,51.169464,34.65972,-3.15638,4.103707,-26.85745,4.663952500000001,7.055759999999999,16.955765000000003,15907.0,23.13444,42.883643500000005,47.075720000000004,-9989.0,33.22273,4.32707,40.252547500000006,0.68057,42.56716,3.3058040000000006,3.7653,9.705046,3.3363400000000003
9,BABA,133307.1,630566.6,20.60383,38.73537,40.87565,55.632,45.84337,21.14084,31.89409,13.5968865,40.1034,48.31799,26.73591,-9711.88,38.68744,30.81856,44.46643,16287.72,22.40821,27.485589500000003,0.0,1.26037,26.90973,3.0068145,5.806211500000001,49.34434,31.23208
10,ABT,34295.24,303847.6,6.01565,6.63616,6.98345,57.21955,58.63842,11.28699,8.805769999999997,7.16645,12.14634,9.52087,18.95916,13453.0,37.44851,62.88365,56.80487,2228.0,51.83672,8.01029,65.06526,1.04492,56.59097,1.82255,1.81246,8.747589999999999,3.25345
11,AMAT,124744.2,679441.9,5.7704900000000015,14.94699,14.77659,43.57922,43.71577,18.3598,20.22558,27.03338,13.63498,9.99616,22.23477,1695.0,14.58062,19.07909,22.10635,2035.0,57.37765,36.15789,28.70992,1.51383,64.68225,1.37989,2.08136,12.84552,2.28548
12,AMGN,349309.6,1040624.0,6.11811,28.34108,21.50073,81.75131999999998,81.35434000000002,33.56733,34.00721,13.18511,-2.50049,3.0914900000000003,-0.53441,20992.0,16.13835,24.52695,24.35245,5023.0,278.6106,18.13619,45.33282,1.15746,309.1389,2.48753,3.06396,-9.23101,1.33538
13,AAL,12875.14,349507.4,26.48611,-0.96467,-1.37869,63.4075,61.46434,3.6838,7.19274,0.0,9.819793,1.42116,6.14596,20489.0,1.78659,20.1158705,41.404934000000004,-631.0,603.1953215000001,3.83678,10.67616,0.34706,795.180307,0.99079,4.25985,-4.27847,10.45775
14,AIG,86213.39,1044351.0,5.689021499999999,-3.16081,-4.26082,50.287574,51.14759299999999,8.25521,2.6351,0.0,14.028963000000001,-5.03196,2.51789,32494.0,4.10963,19.697338999999996,44.472138500000014,-2127.0,51.48687,8.57375,33.984140000000004,0.679091,53.82566,2.13617,6.25611,15.6577435,9.37578
15,ALL,106621.2,983787.9,10.1306685,8.74117,8.74047,48.825295499999996,51.7786435,10.83782,7.1406100000000015,14.96229,10.39563,4.7386599999999985,5.2260300000000015,6293.0,5.93724,6.96902,27.037026000000004,3909.0,25.50581,37.11927,14.06584,0.8190540000000001,25.50581,1.75229,2.5128,8.49734,14.237269500000002
16,ADBE,134319.0,507890.1,7.66657,36.18423,36.96102,85.73514,85.02663000000003,26.44646,24.17512,3.741436499999999,28.73225,21.91933,22.26892,-38.917,48.0141,36.36356,44.41216,4027.334,9.39135,41.07275,0.0,3.451806,39.29723,3.0062965000000004,3.8177539999999994,21.60679,1.1881395
17,ACN,10191.88,90883.3,5.54343,8.54882,8.88305,30.28563,30.81033,11.21425,10.89697,9.89721,16.889,6.27663,-3.25361,-6107.349,20.67126,24.16919,31.63208,4166.219,0.11276,132.5486,38.95546,2.6134625,0.15725,1.7306,2.10319,13.22715,14.561171000000002
18,ABBV,262733.3,1108867.0,6.15353,17.86075,19.2569,77.13547,77.13580999999998,23.69386,21.3414,23.35863,87.55799,10.75619,34.82693,26804.0,13.04909,17.31854,46.20817,6406.0,514.2429030000001,9.78324,83.30783000000002,3.06102,739.6249614999999,3.68896,6.28244,-2.04254,4.45056
19,LLY,128287.1,617370.9,4.32377,3.18127,4.8088,76.61874,78.8472,20.77959,16.77035,8.14252,6.28598,2.61635,13.81114,12878.7,24.49905,124.5318,69.58565,1073.3,530.0509999999998,18.08089,52.40518,0.89331,587.5638,2.23734,2.11943,-2.87325,1.50146
20,AGN,-307002.9,938128.3,5.30952,24.89021,36.24114,84.80547,84.86286,-32.72505,-27.649690000000003,7.889850500000001,24.25886,28.03275,7.837389999999999,16734.1,41.9377645,9.91441,38.60306,5830.8,31.14213,0.2825,180.426254,0.90271,38.93347,3.5386809999999995,1.6845900000000005,9.55346,2.46
21,APA,-1118639.0,1918578.0,5.5984,-10.20778,-6.8091800000000005,75.70879000000002,77.0863,-58.30562,-44.27721,0.0,7.213165500000001,-13.02879,-5.2970000000000015,8319.0,44.944621999999995,39.7603815,35.4400575,-430.0,262.8264,0.8459700000000001,64.844439,0.78652,263.1644,2.47525,1.85874,-21.66552,3.20487
22,ADP,39883.48,246525.2,6.40904,5.99892,6.1889699999999985,41.85387,42.95248,16.17825,14.4349,13.21061,5.47484,6.74838,-1.72771,42.5,23.02525,66.97713,65.91498,828.8,37.07846,179.36,58.37876,1.6350645,37.07846,2.01035,2.83114,13.30182,17.5960145
23,AKAM,62865.71,379665.0,5.6087,18.89657,17.14902,65.57919,65.86888,16.5582,13.22124,5.538226500000001,7.89038,8.060130000000001,24.91771,302.797,30.82214,31.10886,43.99949,496.227,50.29557,38.87787,0.0,1.0133770000000002,50.29557,2.090339,4.434551,12.02183,10.2084875
24,NLY,-12186430.0,5234659.0,25.25865,-116.5329,-450.6927,27.7951,-199.7222,-232.8027,14.38295,-2.85872,15.4550465,5.386093999999999,9.10841,110453.5,46.65516850000001,19.256193999999997,38.12566149999999,-4187.62,66.89143,22.797158499999995,249.75867050000002,0.7371105000000001,711.1456,11.6878,24.87562,39.39408,9.685165000000001
25,ATVI,157382.2,679476.4,6.8921899999999985,22.92273,26.429340000000003,65.63914,67.73,23.16227,17.90074,12.4802,6.64712,8.04066,-9.1578,-3184.0,28.46715,32.21921,25.67478,1432.0,20.89028,115.9333,18.82901,2.49057,20.89028,0.61443,0.6835600000000001,1.62834,55.84
26,ADSK,22751.27,332416.3,5.81271,16.544970000000006,41.59362,86.91841,90.07727,6.84421,-7.58938,5.518783500000001,16.5744,5.44181,22.91459,241.1,137.7738,22.40508,104.0412,1361.9,58.758278499999996,6.4325800000000015,0.0,1.1762200000000003,121.19894150000002,2.299672,5.265560500000001,-6.7620000000000005,8.285855000000002
27,ADM,40688.66,1855265.0,28.736,-8.95074,-10.93325,6.09117,6.41394,2.19315,2.3625,5.27265,-1.4125819999999996,-4.45466,9.42816,8029.0,11.29536,48.395672499999996,34.52299,-7069.0,39.94169,23.609307,55.64175,0.8866299999999999,46.23594,3.02293,4.15584,-1.52215,6.72958
28,WBA,16550.42,575067.3,19.83709,3.22285,2.14537,24.17272,21.97478,2.878,3.47046,6.9178,7.21768,12.36978,30.25623,15813.0,7.7405,15.87574,19.71822,2250.0,47.20344,23.17886,40.90909,0.3635,71.60903,2.07593,4.49411,9.00361,11.30173
29,ARNA,1546907.0,3137864.0,239.297,20.26923,69.92229,50.8790975,52.491269,49.29808,15.78105,25.480329000000005,22.9273885,85.24375,-6.91847,-690.138,5.69995,4.01815,3.97909,563.875,4.25707,35.244049,0.0,2.799672,4.61303,2.8389265,5.168131499999999,-11.55677,21.615213999999998
30,LUV,37943.14,375050.2,27.11971,8.91451,11.53966,74.23425,74.54075,10.11682,10.58704,23.12762,22.58308,3.80832,-1.5739,-1407.0,7.254760000000001,6.10441,6.88904,2588.0,18.77543,31.04802299999999,16.61525,0.60824,27.10537,0.90414,2.35756,-10.89156,11.53535
31,ACAD,-505389.9,728412.4,10.96074,-125.1171,-44.90409,91.79013,94.22017,-69.38238,-161.2081,21.657574500000003,5.745400999999998,390.0305,-7.77516,-697.429,20.589879999999997,24.042938499999998,84.08671049999998,-152.259,0.0,17.648230000000005,49.273033999999996,10.0755,0.0,3.4467570000000003,6.576337500000001,44.37244000000001,3.76486
32,PANW,-13250.28,469115.0,5.52621,37.4774,28.52611,72.3722,72.12029,-2.82453,-7.916710000000001,9.4128905,77.61241,37.12018,25.09129,-1373.1,44.277997500000005,17.54435,77.6118725,924.4,90.14688,-2.67614,36.609224999999995,2.4569284999999996,90.14688,2.625145,5.2883835,29.43999,26.213842
33,AMD,30511.63,626139.6,4.351,-0.98421,4.10043,34.35372,42.60882,4.87298,-6.07365,13.821047000000004,19.714981,4.09951,-26.14664,-1017.0,108.1981,180.6761,146.6955,276.0,17.191370000000006,7.2875,0.0,1.53243,17.191370000000006,2.6056719999999993,5.0475525,17.963379999999994,4.22879
34,AEP,105613.0,889477.0,9.8069,-13.35432,-20.71536,51.296353999999994,52.26935699999999,11.87361,9.70739,6.08349,13.694119,-1.01842,8.50755,29421.1,17.75281,19.407559499999998,41.617472500000005,-3223.6,128.9752,3.04026,61.33465,0.28241,151.8193,3.3099800000000004,3.86207,7.66782,8.67215
35,ALXN,838027.2,1739665.0,4.60965,21.93695,38.35227,90.66316,92.09593,48.17175,18.83439,10.606335999999999,30.62025,17.444589999999998,73.39308,-169.7,8.380519999999999,10.4158,7.57287,1914.2,21.71703,56.60038900000001,0.0,3.72503,22.88721,3.3438649999999996,5.831932999999999,4.55018,0.71721
36,AVGO,160941.2,1329235.0,6.86422,21.28166,21.64475,51.01731,55.5826,12.1078,11.73085,76.13046,59.84689,39.55485,48.21857,27772.0,30.69994,18.84186,31.84681,5030.0,120.4443,3.54455,156.4462,1.31077,131.6186,2.36841,5.48384,1.10022,10.04705
37,EA,107263.2,521052.6,9.82143,28.55466,32.720859999999995,72.06154000000002,73.29293,20.58586,22.19567,8.422556500000002,18.35064,6.72492,11.37602,-4451.0,30.48377,20.85939,24.17577,1428.0,18.64566,23.232193,0.0,2.4689889999999997,18.64566,2.8714355,5.447326500000001,4.1729699999999985,29.510681000000005
38,APD,107476.1,533427.1,7.0457800000000015,3.50685,-0.67601,30.6382,33.00183,20.14822,16.36081,10.61074,10.051003,-3.0985,-11.47714,911.3,23.096,33.256454000000005,46.66580700000001,-13.8,29.19773,25.712635499999998,57.69627,2.32303,30.089740000000006,2.35112,2.87245,7.86424,13.86588
39,AMBA,-59287.89,302755.8,10.23432,27.05191,16.435389999999998,63.03218,58.01943000000001,-19.58274,5.8163800000000005,9.171513500000001,-5.87977,0.94002,-3.904122000000001,-404.7480000000001,44.67428050000001,42.41376,28.269228000000005,37.593,0.0,24.2530845,46.6982535,8.01113,0.0,2.6070269999999995,5.158152,5.99622,4.65871
40,ANF,158983.02734999996,279440.1443956263,47.24833,4.7247935,-93.44465100000001,60.28495,59.367230000000006,1.24094,1.12168,0.0,-10.43588,-0.65465,-4.59126,-439.304,6.06909,10.70202,28.5849895,46.39100000000001,21.9079,17.02029,130.8755,1.0184799999999998,21.9079,4.17232,9.92556,3.03528,3.37571
41,LULU,37210.14,229354.2,104.7114,11.35091,9.70694,53.31239,55.87385,16.22387,14.1341,23.6137015,14.682570000000002,17.23069,-6.843636999999998,-1093.505,36.76538,61.07786,42.90837,386.268,0.0,590.5955,0.0,2.07832,0.0,3.2833729999999997,5.6321495,18.77615,3.80333
42,RAD,-11711.22,379974.7,11.83197,0.14106,-1.76804,23.8899,21.6102,-3.08211,1.34364,2.717268,15.1219685,-3.24983,-9.50136,3350.407,41.226612,32.2915795,54.0148525,-473.354,293.1388,0.63454,48.386599,0.91267,294.4965,3.4666995,5.9661705000000005,-10.29421,9.24053
43,AGNC,12859810.0,54579440.0,11.94274,23.00814,1.40411,36.76765,26.40411,23.56164,32.37689,-11.64915,-40.01675,59.82509,11.85777,88579.0,8.19856,125.4724,33.1424425,41.0,23.12291,22.797158500000002,172.1338,0.7202395000000001,809.7999,12.94014,20.18927,12.304103000000001,13.308960500000001
44,JBLU,35409.8,503702.8,36.62443,5.12806,3.62041,71.24483000000002,70.16308000000001,7.0299,7.6138,5.293797,39.73364,6.8299,0.8886799999999999,1006.0,3.85249,7.2043300000000015,29.351135000000006,293.0,41.46697,22.13514,0.0,0.64026,48.63513,3.237813,6.137437,6.16843,30.37736
45,A,68874.6,332025.7,6.05275,15.4285,7.410239999999999,53.17478000000001,54.48383000000001,20.74375,15.45921,12.93606,14.83501,4.98623,7.67547,1025.0,19.50066,33.089,24.08296,659.0,37.72115,24.06818,19.23436,1.20673,50.69503,0.8996200000000001,1.02244,-5.31653,3.56872
46,ORLY,27106.58,197788.0,49.88431,11.51447,10.64457,52.68672,53.14974,13.70487,12.74534,0.36071650000000044,7.2766899999999985,7.06137,22.88458,3850.121,16.51784,20.29987,24.93814,1080.422,979.1431,14.59186,0.0,0.08492999999999999,979.1431,2.9513489999999996,5.352812000000001,7.872000000000001,1.43072
47,FOLD,-652725.3,333767.4,6.597289999999999,-334.834,-148.3936,12.426300999999999,87.94811,-195.5629,-419.9337,21.184419500000004,1.2616955,172.0013,59.79411,-303.235,112.1471415,57.10472350000001,70.66560799999999,-270.428,31.3806,-35.25884,28.536061,3.92845,31.3806,2.3961875,5.401787499999999,142.629,1.95827
48,AZO,29090.63,214573.0,41.83775,11.73797,12.18985,52.94886999999999,53.65087,13.55745,11.74723,3.623514,12.84832,4.59854,3.738280000000001,5086.29,12.5326,11.30898,15.88568,1632.463,138.158014,11.99182,0.0,0.12872999999999998,191.54233000000002,3.0124009999999997,5.9763205,2.00271,1.33097
49,AN,17678.43,836694.1,55.76503,1.29737,2.34302,15.787679999999998,16.51223,2.11289,1.97454,7.028414000000002,12.62279,2.22914,-0.22939,2062.1,5.10401,4.40123,11.77424,499.9,49.91936,3.28496,47.6575005,0.21672,66.54122,2.6091135000000003,5.0989965,5.18043,5.12131
50,AES,226991.0228,1336745.0695439056,6.62915,-1.40388,-3.66081,23.45271,23.05427,6.36961,4.8098,7.45995,10.553976,-8.771239999999999,-0.66562,18744.0,16.57301,20.486347499999997,60.6681605,-373.0,610.9813,2.79896,121.5232,0.93093,673.3311,3.59446,4.68301,3.5916900000000003,14.73684
51,ARR,145264.9685,2638431.5181164006,2.6672700000000003,-77.73759,-235.4439,-6.32112,-275.2786,-325.3802,-39.93606,-10.57019,9.737753999999999,7.4690460000000005,-3.93968,11173.15,41.837388999999995,49.73911149999999,51.61151650000001,-180.828,0.0,22.368988,81.54147700000001,0.6241375,790.3175,12.67435,32.53589,13.946530000000001,13.8975445
52,BDX,16191.62,236646.7,7.414239999999999,8.02718,10.62003,47.27363,47.93522,6.842110000000001,7.200830000000002,5.27265,15.62895,15.4061,37.32057,18824.0,34.40641,44.26428,59.79828000000001,1389.0,85.76918,4.6869,80.62016,0.72237,91.97856,1.37337,1.39373,7.9443100000000015,3.57932
53,AKS,6702.127,676531.9,10.47936,1.91119,1.11803,11.8925,11.02148,0.99066,0.31979,-1.0351350000000001,13.762149500000001,-0.45386,-4.05872,1937.8,7.891660000000001,6.908710000000001,29.4632,71.1,1299.538,2.25742,0.0,0.63564,1299.538,2.8578845,8.5877225,19.15537,4.09132
54,AB,64026.57,71468.6,193.3356650000001,-0.0704,0.10139,61.884876999999996,49.109241999999995,89.58699,91.70729,9.85418,-27.353113999999998,5.79429,15.2400675,0.0,6.97254,6306.115,197.578532,0.27,0.0,-763.159505,95.39353,3.1565025,0.0,8.47379,14.59054,-6.990592500000001,13.14252
55,ACOR,-667398.6,470435.2,8.45508,1.54677,-113.6085,79.20353,81.88797,-141.8683,-21.58587,-0.8605840000000006,1.008407499999999,-13.67992,-5.59711,93.033,49.698648,31.377859500000007,132.7896745,-218.593,70.2236,-1.9247,59.553490999999994,2.03614,70.41761,2.6731895,4.0928715,63.3162,1.28511
56,AFL,295435.3,1997407.0,15.090230499999999,24.48333,20.96781,54.28730800000001,55.26043999999998,14.79094,12.87563,9.17298,-4.4981300000000015,-0.37273,3.9794,1524.0,7.271269999999999,4.99927,5.076710000000001,4684.0,22.16927,26.25439,24.24334,1.0139535,22.16927,2.22598,3.45572,-3.776660000000001,153.91383350000004
57,ADI,84659.07,372115.8,9.39883,16.226760000000002,20.73228,65.45943,66.9956,22.75073,16.061410000000002,8.152619999999999,38.04036,15.899820000000002,44.46511,5339.486999999999,22.29692,26.55548,33.18381,1200.247,44.3434,8.2536,57.17689,0.91158,46.90265,2.1851700000000003,2.86506,9.12956,3.30476
58,ACIW,17140.45,321608.7,3.55762,9.30579,7.1235300000000015,54.76555,50.92935,5.3296,7.091939999999999,2.7613005,-4.7163,4.36742,9.01274,1251.757,29.41296,28.17913,26.67472,89.635,118.4995,2.83047,0.0,0.8359934999999998,121.5216,3.5929755,11.361539000000002,6.58804,47.1309035
59,AMP,142867.9,972830.2,1.9246,13.45413,13.14197,46.85087,44.21257,14.6858,14.11184,9.27329,-1.85231,0.94802,1.7050599999999998,15529.0,5.51323,6.55639,18.62624,1694.0,82.47513000000002,13.2757,27.36397,0.5706930000000001,337.86,2.44611,4.29584,4.82178,9.883129
60,AMTD,239882.7,653593.4,0.25432,12.44129,59.75483000000001,40.555158500000005,40.89071800000001,36.70213,28.25767,20.8437,81.70268,13.96735,23.53873,742.0,8.96497,2.78649,12.11264,6754.0,41.31034,20.84028,21.60326,0.85921,41.31034,1.87549,3.56219,6.6837100000000005,144.2976715
61,AEO,22500.82,506848.5,82.09949,3.15649,2.56728,36.58364,35.33487,4.43936,5.55732,3.22801,12.598624,5.58659,-8.301791,-416.93,4.48121,10.20417,10.3644,110.604,0.0,29.5230725,49.74615,0.80033,0.0,3.14781,8.14815,-2.94941,6.399380000000002
62,AWK,89352.52,519424.5,11.60772,-11.3825,-17.285320000000002,50.858020499999995,52.65715449999999,17.20222,15.96514,10.09553,7.161285000000002,3.69309,9.67819,9398.0,31.5879,37.341446000000005,36.793135,-624.0,141.2188,3.15183,58.29308,0.60685,154.5172,1.87091,1.7649099999999998,11.58472,36.32941
63,ALK,32372.13,369648.5,25.48911,7.04569,9.71416,59.40705,56.17811,8.757539999999999,9.80199,8.37067,26.0558,10.34338,13.29669,-22.0,3.75609,3.54389,9.29083,853.0,29.18495,57.84211,22.49675,0.61387,34.61094,1.55648,6.0827300000000015,0.05757,58.30303000000001
64,PAA,440404.0,6801818.0,11.09723,-3.4484,0.1396,8.52776,8.65485,6.4748,5.6184,-19.54658,7.846729999999999,-4.97889,-0.6078899999999999,9646.0,1.9346,80.39541,125.7904,47.0,70.33379000000001,22.797158500000002,51.0422,0.79888,74.19230999999998,8.679889999999999,27.74566,-9.72346,49.44534
65,AAP,12326.48,245797.5,15.34955,4.30915,3.89408,44.29604000000001,43.85714,5.01489,4.52346,0.0,-3.97016,-0.27551,-14.51355,328.655,11.03492,15.46891,26.12281,378.076,21.05672,18.13748,3.49931,0.28215,21.05672,0.16368,1.18133,15.60241,1.23959
66,NAT,-19795.08474,457967.0182647582,7.43795,-19.7219,13.26931,42.27181,62.36364,-5.90026,-9.66221,-58.20796,5.429536000000001,-12.95233,9.84699,350.163,24.584716500000006,21.94452,23.38103,23.281,63.19833000000001,0.83931,172.3671155,1.81095,67.15131,10.42001,6.91643,-49.09624,3.08811
67,AIV,508027.0,914294.0,23.87845,-40.09184000000001,-45.87343,64.90396,65.96051,55.56495,43.75323,4.92076,6.053447500000001,-1.466,1.73077,4362.688,44.705895500000004,19.069944,104.7203,-419.418,253.0308,1.08243,51.8387,0.8721875000000001,253.0308,3.20508,5.35248,-3.59878,14.68266
68,AGIO,-808392.9,231654.2,12.30686,-273.8661,-324.6429,40.98460000000001,98.88307,-348.9653,-361.2535,36.565754,-3.6789099999999997,12.52573,-4.961848999999999,-563.931,20.532123000000002,40.1930845,27.117658000000006,-382.793,0.10507,-197.94935949999996,47.689433,6.50661,0.14769000000000002,3.150425,6.132226499999999,40.58899,0.32122
69,AEE,91845.16,650845.2,13.80841,-8.64513,-12.58883,50.676645000000015,52.5283155,14.111679999999998,11.72542,3.83546,7.556751000000001,-0.47702,7.20374,9781.0,20.51706,37.341446,36.970870000000005,-744.0,110.6217,3.6408,57.00483000000001,0.37405,121.5659,3.00462,2.88,5.6071300000000015,6.48311
70,AVXL,-1813447.0,1137684.1448399576,12.276109000000002,-3828.898314500001,-1226.5866899999996,41.42930299999999,33.8900065,-405.479863,-3825.0887620000003,0.7774269999999996,-8.8447845,3.9974185000000007,-18.058943,-22.18563,24.780456500000003,195.7386,15.115528500000002,-18.52712,0.0,-504.458782,65.39199700000002,2.5972665,0.0,3.1631755000000004,3.7263089999999996,4.8883125,23.62959
71,ARLP,113019.3,544846.6,11.65574,8.09865,-3.5371,96.54866,93.73713,20.74333,17.301920000000006,2.57465,10.275134999999999,-3.13774,-1.1284299999999998,755.461,1.30638,189.2251035,8.72304,-69.388,61.46189,9.03966,68.78953,1.11603,63.17909,12.8222,7.187536500000002,-0.09968,1.53086
72,ANTM,71479.55,1550335.0,9.627294500000001,2.98381,3.99578,50.7464425,52.6793455,4.61059,3.61526,7.16645,13.89167,7.11925,5.95032,15148.0,10.91933,12.30425,31.376932000000004,4166.0,56.06089,9.08847,17.10006,0.5700310000000001,63.30371,1.3049,1.86916,8.550180000000001,9.570781
73,ABC,38006.28,8352983.0,14.454670000000002,1.1508,0.75417,2.7809,2.77992,0.455,0.44349,5.56671,11.44835,8.47563,17.62486,1119.216,11.83494,9.88138,27.3895,1694.8270000000002,151.2513,12.95577,41.42088,0.57711,156.0799,1.63946,2.0654,3.24369,15.19635
74,ATI,31964.5,487869.8,7.0373800000000015,-0.73537,1.49666,11.04246,15.47119,6.55185,-3.04123,-1.001153,9.8796935,-0.48245,-1.73582,908.1,4.93165,16.37741,7.99718,61.7,66.3796,3.3783,0.0,1.35151,66.92981,3.358443500000001,5.7094255,-5.68905,2.94515
75,AVB,253214.0,748792.4,9.143980500000001,-49.00697,-48.66426,66.35596,66.95787,33.816320000000005,41.35673,4.39518,3.0143255000000004,6.646719999999998,2.42728,7276.81,29.5397,41.247690999999996,34.386796999999994,-1131.262,66.57686,4.26926,108.5948,0.6668365,66.57686,2.99749,4.81016,4.50054,2.4129400000000003
76,ALNY,-742140.7,184045.2,7.11499,-458.8218,-190.4815,39.4440285,88.59522,-403.2382,-600.5313,16.622974000000006,6.249959,34.15988,-0.08181249999999932,-1536.162,38.89745799999999,18.946627499999998,77.118022,-418.583,0.0,27.449993,41.0101985,4.70659,0.0,2.8052824999999997,4.788989,32.778040000000004,0.62331
77,LH,13093.65,183409.5,5.94444,9.32855,9.03953,29.70686,28.14848,7.13902,7.03725,9.318405000000002,14.29567,13.96053,15.78368,5967.0,11.83701,10.53401,16.95766,1044.5,77.71772,6.998589999999999,0.0,1.03039,83.31571,3.034287,5.802467999999999,14.4834,34.44938
78,AVY,10206.67,235670.0,5.88709,3.0766400000000003,4.23756,27.2897,26.93173,4.33091,5.55716,12.20084,32.23448,2.23515,11.12772,1685.8,12.69348,26.02582,247.6015,299.6,124.5266,10.43127,62.48353,0.74434,161.088,1.94156,2.47837,8.00568,7.86062
79,ASH,9906.542,465981.3,4.97109,3.83617,1.7551,31.9491,30.32491,2.12595,-1.26606,-12.36284,-39.84538,-16.44355,-12.49413,1435.0,29.79586,122.8786,34.36459,23.0,42.03304,2.47312,122.6415,1.10436,46.6816,1.88106,2.34492,-9.08955,2.9119900000000003
80,ACHN,-976000.0,174621.44800999755,4.765746,-298.7969,-211.93774000000002,38.0642275,29.8504785,-172.90177450000002,-359.0296,5.3989365,5.120505500000001,51.21112750000001,-17.702170000000006,-270.846,57.74813550000001,41.519408,64.85770749999999,-62.527,0.0,-274.77336550000007,44.0108605,3.5543260000000005,0.04925,2.0819185,7.514587000000001,4.76818,56.50010400000001
81,ABMD,206058.9,612117.8,9.56892,21.48552,30.51485,83.56912,83.1607,33.663270000000004,25.18799,26.217306,58.66392,33.18005,-6.854917500000001,-491.698,25.19439,30.60555,25.66266,208.193,0.0,28.354315000000003,0.0,5.62515,0.0,2.7425474999999997,5.3728455,73.97431999999998,1.97592
82,ABM,912.1429,46418.57,6.18944,1.31414,2.46329,10.5757,11.25012,1.96504,1.38201,2.96467,26.12013,6.924930000000002,20.16948,742.9,11.17154,9.76737,17.68975,155.4,48.262,4.56757,37.41176,0.8784564999999999,51.97147,1.91045,3.24846,9.76779,12.055804500000002
83,LIFE,-552627.9,9813.953,7.503805000000002,-44158.06,-4761.137,-1467.9123315,-44.10084299999999,-5631.042,-50311.14,2.9648870000000005,12.2949835,4.9709445,-3.1928,-22.407,117.57974750000001,38.97459200000001,65.195664,-20.092,0.0,-52.1439935,23.856913,3.6920820000000005,41.2395,3.975585500000001,5.2896825000000005,-20.51493,14.3316575
84,ATO,108763.5,617151.9,13.902629999999998,-19.5568,-37.46276,47.21468649999999,48.692193499999995,17.62346,14.05182,7.72173,11.325031,-10.09715,8.5307,3969.817,21.64453,40.9039755,44.0843125,-970.425,61.37939,7.232539999999998,48.08646,0.26622,69.46455999999999,2.14005,2.44265,15.184079999999998,9.61074
