,Ticker,Name,Exchange,Category Name,Country
13895,KLXI,KLX Inc.,NMS,Aerospace/Defense Products & Services,USA
13897,KDX.TO,Klondex Mines Ltd.,TOR,Industrial Metals & Minerals,Canada
13899,KWR,Quaker Chemical Corporation,NYQ,Specialty Chemicals,USA
13901,1928.HK,SANDS CHINA LTD,HKG,Resorts & Casinos,Hong Kong
13902,0700.HK,TENCENT,HKG,Internet Information Providers,Hong Kong
13907,0001.HK,CKH HOLDINGS,HKG,Real Estate Development,Hong Kong
13912,3800.HK,GCL-POLY ENERGY,HKG,Electric Utilities,Hong Kong
13917,1044.HK,HENGAN INT'L,HKG,Personal Products,Hong Kong
13925,3383.HK,AGILE GROUP,HKG,Real Estate Development,Hong Kong
13926,3333.HK,EVERGRANDE,HKG,Real Estate Development,Hong Kong
13927,2319.HK,MENGNIU DAIRY,HKG,Food - Major Diversified,Hong Kong
13928,0337.HK,GREENLAND HK,HKG,Asset Management,Hong Kong
13931,PLCS.OL,Polarcus Limited,OSL,Oil & Gas Equipment & Services,Norway
13937,3322.HK,WIN HANVERKY,HKG,Textile - Apparel Clothing,Hong Kong
13938,3308.HK,GOLDEN EAGLE,HKG,Department Stores,Hong Kong
13939,2877.HK,SHINEWAY PHARM,HKG,Drugs - Generic,Hong Kong
13940,2383.HK,TOM GROUP,HKG,Entertainment - Diversified,Hong Kong
13941,1700.HK,SPRINGLAND,HKG,Department Stores,Hong Kong
13942,1212.HK,LIFESTYLE INT'L,HKG,Department Stores,Hong Kong
13943,1112.HK,H&H INTL HLDG,HKG,Long-Term Care Facilities,Hong Kong
13944,0868.HK,XINYI GLASS,HKG,Chemicals - Major Diversified,Hong Kong
13945,0862.HK,VISION VALUES,HKG,Internet Information Providers,Hong Kong
13946,0829.HK,SHENGUAN HLDGS,HKG,Food - Major Diversified,Hong Kong
13950,0210.HK,DAPHNE INT'L,HKG,Textile - Apparel Footwear & Accessories,Hong Kong
13955,KPN.AS,Koninklijke KPN N.V.,AMS,Wireless Communications,Netherlands
13960,KIBO.L,Kibo Mining Plc,LSE,Gold,United Kingdom
13967,3998.HK,BOSIDENG,HKG,Textile - Apparel Clothing,Hong Kong
13968,3900.HK,GREENTOWN CHINA,HKG,Real Estate Development,Hong Kong
13969,3818.HK,CHINA DONGXIANG,HKG,Textile - Apparel Clothing,Hong Kong
13970,2369.HK,COOLPAD GROUP,HKG,Communication Equipment,Hong Kong
13971,2348.HK,DAWNRAYS PH-1K,HKG,Drug Manufacturers - Major,Hong Kong
13972,2300.HK,AMVIG HOLDINGS,HKG,Business Services,Hong Kong
13973,2038.HK,FIH,HKG,Communication Equipment,Hong Kong
13974,2007.HK,COUNTRY GARDEN,HKG,Real Estate Development,Hong Kong
13976,1889.HK,WUYI PHARMA,HKG,Drug Manufacturers - Major,Hong Kong
13978,1638.HK,KAISA GROUP,HKG,Real Estate Development,Hong Kong
13980,1313.HK,CHINARES CEMENT,HKG,General Building Materials,Hong Kong
13981,1234.HK,CHINA LILANG,HKG,Textile - Apparel Clothing,Hong Kong
13982,1221.HK,SINO HOTELS,HKG,Lodging,Hong Kong
13984,1128.HK,WYNN MACAU,HKG,Resorts & Casinos,Hong Kong
13985,1125.HK,LAI FUNG-NEW,HKG,Property Management,Hong Kong
13986,1083.HK,TOWNGAS CHINA,HKG,Gas Utilities,Hong Kong
13987,1059.HK,KANTONE HOLDING,HKG,Information Technology Services,Hong Kong
13988,0981.HK,SMIC,HKG,Semiconductor - Broad Line,Hong Kong
13989,0919.HK,MODERN BEAUTY,HKG,Personal Products,Hong Kong
13990,0825.HK,NWDS CHINA,HKG,Department Stores,Hong Kong
13991,0809.HK,GLOBAL BIO-CHEM,HKG,Agricultural Chemicals,Hong Kong
13992,0757.HK,SOLARGIGA,HKG,Semiconductor - Broad Line,Hong Kong
13993,0745.HK,CN CULTURE GP,HKG,General Contractors,Hong Kong
13994,0713.HK,WORLD HOUSEWARE,HKG,Home Furnishings & Fixtures,Hong Kong
13995,0631.HK,SANY INT'L,HKG,Farm & Construction Machinery,Hong Kong
13996,0607.HK,FULLSHARE,HKG,Home Furnishings & Fixtures,Hong Kong
13997,0425.HK,MINTH GROUP,HKG,Auto Parts,Hong Kong
13998,0379.HK,EG LEASING,HKG,Electronic Equipment,Hong Kong
14000,0318.HK,VONGROUP,HKG,Asset Management,Hong Kong
14010,WKL.AS,Wolters Kluwer N.V.,AMS,Publishing - Newspapers,Netherlands
14033,KSN.AX,Kingston Resources Limited,ASX,Industrial Metals & Minerals,Australia
14035,KSC.AX,K&S Corporation Limited,ASX,Air Delivery & Freight Services,Australia
14040,KPL.AX,Kina Petroleum Limited,ASX,Independent Oil & Gas,Australia
14047,KOR.TO,Corvus Gold Inc.,TOR,Gold,Canada
14048,KOR.AX,Korab Resources Limited,ASX,Industrial Metals & Minerals,Australia
14051,KNOW.ST,Knowit Aktiebolag (publ),STO,Information Technology Services,Sweden
14057,KMR.L,Kenmare Resources plc,LSE,Industrial Metals & Minerals,United Kingdom
14066,KIS.AX,King Island Scheelite Limited,ASX,Industrial Metals & Minerals,Australia
14069,KI.MI,Ki Group S.p.A.,MIL,Farm Products,Italy
14072,KGP.L,Kingspan Group plc,LSE,General Building Materials,United Kingdom
14074,KENV.L,Kennedy Ventures plc,LSE,Asset Management,United Kingdom
14075,KEFI.L,KEFI Minerals Plc,LSE,Industrial Metals & Minerals,United Kingdom
14077,KCOM.L,KCOM Group PLC,LSE,Wireless Communications,United Kingdom
14080,KBU.AX,Kabuni Limited,ASX,"Specialty Retail, Other",Australia
14086,KAT.TO,Katanga Mining Limited,TOR,Copper,Canada
14087,KARO.ST,Karo Pharma AB (publ),STO,Biotechnology,Sweden
14091,K71U.SI,Keppel REIT,SES,REIT - Office,Singapore
14093,K22.SI,Raffles United Holdings Ltd,SES,Industrial Equipment Wholesale,Singapore
14095,IKK.L,Inch Kenneth Kajang Rubber Public Limited Company,LSE,Resorts & Casinos,United Kingdom
14101,AGK.L,Aggreko plc,LSE,Business Services,United Kingdom
14102,8356.HK,CNC HOLDINGS,HKG,Heavy Construction,Hong Kong
14103,8296.HK,SINO-LIFE GROUP,HKG,Personal Services,Hong Kong
14104,8295.HK,ZZ CAP INTL,HKG,Investment Brokerage - National,Hong Kong
14105,8269.HK,WEALTH GLORY,HKG,Food - Major Diversified,Hong Kong
14106,8250.HK,SILK RD ENERGY,HKG,Medical Laboratories & Research,Hong Kong
14107,8207.HK,CHONGSING HLDGS,HKG,Credit Services,Hong Kong
14108,8198.HK,MELCOLOT,HKG,Gaming Activities,Hong Kong
14111,8178.HK,CHINA INFO TECH,HKG,Technical & System Software,Hong Kong
14112,8173.HK,UNION ASIA ENT,HKG,Entertainment - Diversified,Hong Kong
14113,8163.HK,MERDEKA FIN,HKG,"Lumber, Wood Production",Hong Kong
14114,8137.HK,HONBRIDGE,HKG,Publishing - Newspapers,Hong Kong
14115,8119.HK,THIZ TECHNOLOGY,HKG,Technical & System Software,Hong Kong
14116,8071.HK,CH NETCOMTECH,HKG,Internet Information Providers,Hong Kong
14117,8041.HK,LUXEY INT'L,HKG,Internet Information Providers,Hong Kong
14118,8019.HK,HAO WEN HLDGS,HKG,Drug Manufacturers - Major,Hong Kong
14120,8003.HK,GREAT WORLD,HKG,Communication Equipment,Hong Kong
14123,3999.HK,DACHAN FOOD,HKG,Food - Major Diversified,Hong Kong
14124,3933.HK,UNITED LAB,HKG,Drug Manufacturers - Major,Hong Kong
14125,3918.HK,NAGACORP,HKG,Resorts & Casinos,Hong Kong
14126,3889.HK,GLOBAL SWEET,HKG,Food - Major Diversified,Hong Kong
14127,3888.HK,KINGSOFT,HKG,Technical & System Software,Hong Kong
14128,3883.HK,CHINA AOYUAN,HKG,Real Estate Development,Hong Kong
14132,3337.HK,ANTON OILFIELD,HKG,Oil & Gas Equipment & Services,Hong Kong
14133,3331.HK,VINDA INT'L,HKG,Paper & Paper Products,Hong Kong
14134,3318.HK,CHINA FLAVORS,HKG,Personal Products,Hong Kong
14135,3311.HK,CHINA STATE CON,HKG,General Contractors,Hong Kong
14139,2382.HK,SUNNY OPTICAL,HKG,Computer Based Systems,Hong Kong
14140,2342.HK,COMBA,HKG,Wireless Communications,Hong Kong
14141,2324.HK,CAPITAL VC,HKG,Asset Management,Hong Kong
14142,2313.HK,SHENZHOU INTL,HKG,Textile Industrial,Hong Kong
14143,2309.HK,BIRMINGHAM SPTS,HKG,"Recreational Goods, Other",Hong Kong
14144,2302.HK,CNNC INT'L,HKG,Aluminum,Hong Kong
14149,1938.HK,CHU KONG PIPE,HKG,Oil & Gas Equipment & Services,Hong Kong
14151,1831.HK,SHIFANG HLDG,HKG,Marketing Services,Hong Kong
14152,1823.HK,HUAYUEXPRESSWAY,HKG,General Contractors,Hong Kong
14153,1717.HK,AUSNUTRIA,HKG,Food - Major Diversified,Hong Kong
14154,1683.HK,ROYAL CHINA INT,HKG,Farm & Construction Machinery,Hong Kong
14158,1600.HK,TIAN LUN GAS,HKG,Oil & Gas Equipment & Services,Hong Kong
14159,1555.HK,MIE HOLDINGS,HKG,Oil & Gas Drilling & Exploration,Hong Kong
14162,1393.HK,HIDILI INDUSTRY,HKG,Industrial Metals & Minerals,Hong Kong
14165,1361.HK,361 DEGREES,HKG,"Recreational Goods, Other",Hong Kong
14168,1333.HK,CHINA ZHONGWANG,HKG,Aluminum,Hong Kong
14174,1230.HK,YASHILI INT'L,HKG,Food - Major Diversified,Hong Kong
14177,1198.HK,ROYALE FURN,HKG,Home Furnishings & Fixtures,Hong Kong
14179,1175.HK,FRESH EXP,HKG,Restaurants,Hong Kong
14181,1161.HK,WATER OASIS GP,HKG,"Specialty Retail, Other",Hong Kong
14182,1142.HK,SIBERIAN MINING,HKG,Textile - Apparel Clothing,Hong Kong
14185,1070.HK,TCL MULTIMEDIA,HKG,Entertainment - Diversified,Hong Kong
14186,1009.HK,INT'L ENT,HKG,Entertainment - Diversified,Hong Kong
14189,0963.HK,BLOOMAGE BIOTEC,HKG,Specialty Chemicals,Hong Kong
14190,0923.HK,IWS,HKG,Waste Management,Hong Kong
14192,0913.HK,UNITY INV HOLD,HKG,Asset Management,Hong Kong
14193,0896.HK,HANISON,HKG,General Contractors,Hong Kong
14197,0877.HK,O-NET TECH GP,HKG,Communication Equipment,Hong Kong
14198,0867.HK,CMS,HKG,Drug Manufacturers - Major,Hong Kong
14200,0827.HK,KO YO GROUP,HKG,Chemicals - Major Diversified,Hong Kong
14202,0768.HK,UBA INVESTMENTS,HKG,Asset Management,Hong Kong
14203,0737.HK,HOPEWELL INFR,HKG,General Contractors,Hong Kong
14205,0682.HK,CHAODA MODERN,HKG,Farm Products,Hong Kong
14207,0646.HK,CHINA ENV TEC,HKG,"Specialty Retail, Other",Hong Kong
14209,0572.HK,FUTURE WORLD FH,HKG,Packaging & Containers,Hong Kong
14210,0546.HK,FUFENG GROUP,HKG,Chemicals - Major Diversified,Hong Kong
14212,0505.HK,HUAN YUE INTER,HKG,Metal Fabrication,Hong Kong
14213,0475.HK,ZHONG FA ZHAN,HKG,Jewelry Stores,Hong Kong
14214,0474.HK,HAO TIAN DEV,HKG,Packaging & Containers,Hong Kong
14215,0468.HK,GAPACK,HKG,Packaging & Containers,Hong Kong
14216,0459.HK,MIDLAND IC&I,HKG,Conglomerates,Hong Kong
14217,0449.HK,CHIGO HOLDING,HKG,Home Furnishings & Fixtures,Hong Kong
14220,0410.HK,SOHO CHINA,HKG,Real Estate Development,Hong Kong
14222,0395.HK,SMARTAC GP CH,HKG,Chemicals - Major Diversified,Hong Kong
14225,0356.HK,DT Capital Limited,HKG,Asset Management,Hong Kong
14226,0354.HK,Chinasoft International Limited,HKG,Information Technology Services,Hong Kong
14227,0353.HK,Energy International Investments Holdings Limited,HKG,Industrial Metals & Minerals,Hong Kong
14231,0272.HK,Shui On Land Limited,HKG,Real Estate Development,Hong Kong
14232,0269.HK,China Resources and Transportation Group Limited,HKG,"Lumber, Wood Production",Hong Kong
14233,0268.HK,Kingdee International Software Group Company Limited,HKG,Technical & System Software,Hong Kong
14234,0223.HK,Elife Holdings Limited,HKG,Business Services,Hong Kong
14235,0208.HK,Polytec Asset Holdings Limited,HKG,Property Management,Hong Kong
14237,0195.HK,L'sea Resources International Holdings Limited,HKG,Home Furnishings & Fixtures,Hong Kong
14239,0121.HK,C.P. Lotus Corporation,HKG,Department Stores,Hong Kong
14240,0120.HK,Cosmopolitan International Holdings Limited,HKG,Asset Management,Hong Kong
14247,0072.HK,Modern Media Holdings Limited,HKG,Publishing - Newspapers,Hong Kong
14251,0047.HK,Hop Hing Group Holdings Limited,HKG,Farm Products,Hong Kong
14253,0039.HK,China Beidahuang Industry Group Holdings Limited,HKG,Diversified Machinery,Hong Kong
14254,0035.HK,Far East Consortium International Limited,HKG,Real Estate Development,Hong Kong
14255,0033.HK,Asia Investment Finance Group Limited,HKG,Personal Products,Hong Kong
14281,TILS.L,Tiziana Life Sciences PLC,LSE,Biotechnology,United Kingdom
14285,TET.L,Treatt plc,LSE,Chemicals - Major Diversified,United Kingdom
14292,SKG.L,Smurfit Kappa Group plc,LSE,Packaging & Containers,United Kingdom
14294,SIOFF.OL,Siem Offshore Inc.,OSL,Oil & Gas Pipelines,Norway
14315,PLP.L,Polypipe Group plc,LSE,Rubber & Plastics,United Kingdom
14321,PEL.L,Paragon Entertainment Limited,LSE,General Contractors,United Kingdom
14325,AAD.DE,Amadeus FiRe AG,GER,Staffing & Outsourcing Services,Germany
14336,MV4.SI,Mewah International Inc.,SES,Farm Products,Singapore
14339,MLKRI.PA,Bernard Krief Consultants SA,PAR,Mortgage Investment,France
14350,LEAF.L,Leaf Clean Energy Company,LSE,Asset Management,United Kingdom
14371,KVAER.OL,Kværner ASA,OSL,Oil & Gas Equipment & Services,Norway
14403,KSL.AX,Kina Securities Limited,ASX,Investment Brokerage - National,Australia
14406,KSK.L,KSK Power Ventur PLC,LSE,Electric Utilities,United Kingdom
14424,KRL.AX,Kangaroo Resources Limited,ASX,Industrial Metals & Minerals,Australia
14447,KOPY.ST,Kopy Goldfields AB,STO,Gold,Sweden
14450,KOOV.L,Koovs plc,LSE,"Specialty Retail, Other",United Kingdom
14454,KOG.OL,Kongsberg Gruppen ASA,OSL,Aerospace/Defense - Major Diversified,Norway
14458,KOF.PA,Kaufman & Broad S.A.,PAR,Residential Construction,France
14460,KOD.L,Kodal Minerals Plc,LSE,Industrial Metals & Minerals,United Kingdom
14473,KNM.AX,Kneomedia Limited,ASX,Technical & System Software,Australia
14474,KNL.AX,Kibaran Resources Limited,ASX,Industrial Metals & Minerals,Australia
14498,KLN.L,Kellan Group plc,LSE,Staffing & Outsourcing Services,United Kingdom
14507,KKO.AX,Kinetiko Energy Limited,ASX,Industrial Metals & Minerals,Australia
14512,KJ9.SI,Cogent Holdings Limited,SES,Business Services,Singapore
14515,KIT.OL,Kitron ASA,OSL,Diversified Electronics,Norway
14524,KID.OL,Kid ASA,OSL,Apparel Stores,Norway
14553,KFE.AX,Kogi Iron Limited,ASX,Steel & Iron,Australia
14555,KEY.PA,Keyrus S.A.,PAR,Information Technology Services,France
14569,KDR.AX,Kidman Resources Limited,ASX,Industrial Metals & Minerals,Australia
14582,KCN.AX,Kingsgate Consolidated Limited,ASX,Gold,Australia
14590,KBT.L,K3 Business Technology Group plc,LSE,Information Technology Services,United Kingdom
14603,KAT.AX,Katana Capital Limited,ASX,Asset Management,Australia
14609,KAR.AX,Karoon Gas Australia Ltd,ASX,Independent Oil & Gas,Australia
14613,KAKU.L,Kakuzi Plc,LSE,Farm Products,United Kingdom
14614,KAHL.ST,KappAhl AB (publ),STO,Textile - Apparel Clothing,Sweden
14624,K14.SI,Kingboard Copper Foil Holdings Limited,SES,Copper,Singapore
14625,KHTC.L,"Kumho Tire Co., Inc.",LSE,Auto Parts,United Kingdom
14660,GNK.L,Greene King plc,LSE,Restaurants,United Kingdom
14665,G41.SI,G. K. Goh Holdings Limited,SES,Investment Brokerage - National,Singapore
14666,G11.SI,Global Tech (Holdings) Limited,SES,Wireless Communications,Singapore
14670,FRR.L,Frontera Resources Corporation,LSE,Independent Oil & Gas,United Kingdom
14676,FLK.L,Fletcher King Plc,LSE,Property Management,United Kingdom
14678,FCRM.L,Fulcrum Utility Services Limited,LSE,Oil & Gas Pipelines,United Kingdom
14679,F1E.SI,Low Keng Huat (Singapore) Limited,SES,General Contractors,Singapore
14680,EYE.L,Eagle Eye Solutions Group PLC,LSE,Technical & System Software,United Kingdom
14685,EB7.SI,KTL Global Limited,SES,Oil & Gas Equipment & Services,Singapore
14698,CLST.L,"ClearStar, Inc.",LSE,Investment Brokerage - National,United Kingdom
14750,8272.HK,C FOOD&BEV GP,HKG,Apparel Stores,Hong Kong
14751,8266.HK,GOLD TAT GP,HKG,Wireless Communications,Hong Kong
14752,8256.HK,NETEL,HKG,Wireless Communications,Hong Kong
14754,8226.HK,KOALA FIN GP,HKG,Electronic Equipment,Hong Kong
14755,8225.HK,C HEALTH GP,HKG,Drug Manufacturers - Major,Hong Kong
14756,8213.HK,NEW WISDOM H,HKG,Technical & System Software,Hong Kong
14757,8212.HK,CELEBRATE INT,HKG,Oil & Gas Equipment & Services,Hong Kong
14758,8203.HK,KAISUN ENERGY,HKG,Industrial Metals & Minerals,Hong Kong
14759,8196.HK,GREAT WATER,HKG,Diversified Electronics,Hong Kong
14761,8169.HK,ECO-TEK HLDGS,HKG,Pollution & Treatment Controls,Hong Kong
14762,8167.HK,NEO TELEMEDIA,HKG,Entertainment - Diversified,Hong Kong
14763,8165.HK,JIAN EPAYMENT,HKG,Diversified Electronics,Hong Kong
14764,8156.HK,CHINA VANGUARD,HKG,Technical & System Software,Hong Kong
14765,8148.HK,AURUM PACIFIC,HKG,Diversified Electronics,Hong Kong
14766,8143.HK,HUA XIA HEALTH,HKG,Medical Instruments & Supplies,Hong Kong
14769,8128.HK,C G SOURCE ENGY,HKG,Waste Management,Hong Kong
14770,8117.HK,CHI P ENERGY,HKG,Rubber & Plastics,Hong Kong
14771,8116.HK,C FORTUNE INV,HKG,Healthcare Information Services,Hong Kong
14773,8103.HK,TRILLION GRAND,HKG,Information Technology Services,Hong Kong
14776,8092.HK,ITE HOLDINGS,HKG,Conglomerates,Hong Kong
14778,8085.HK,HK LIFE SCI,HKG,Personal Services,Hong Kong
14781,8066.HK,PHOENITRON HOLD,HKG,Business Services,Hong Kong
14783,8060.HK,GLOBAL LINK,HKG,Technical & System Software,Hong Kong
14784,8053.HK,PIZU GROUP,HKG,Multimedia & Graphics Software,Hong Kong
14785,8051.HK,CIRCUTECH,HKG,Communication Equipment,Hong Kong
14786,8032.HK,VIVA CHINA,HKG,Diversified Machinery,Hong Kong
14789,8029.HK,SUN INT'L,HKG,Business Services,Hong Kong
14790,8008.HK,SUNEVISION,HKG,Internet Information Providers,Hong Kong
14818,5MZ.SI,Kingsmen Creatives Ltd.,SES,Business Services,Singapore
14821,5DL.SI,Koon Holdings Limited,SES,General Contractors,Singapore
14828,554.SI,King Wan Corporation Limited,SES,General Contractors,Singapore
14831,504.SI,KLW Holdings Limited,SES,General Building Materials,Singapore
14848,3989.HK,CAPITAL ENV,HKG,Waste Management,Hong Kong
14850,3899.HK,CIMC ENRIC,HKG,Independent Oil & Gas,Hong Kong
14853,3838.HK,CHINA STARCH,HKG,Food - Major Diversified,Hong Kong
14854,3828.HK,MING FAI INT'L,HKG,Personal Products,Hong Kong
14862,3382.HK,TIANJINPORT DEV,HKG,Shipping,Hong Kong
14863,3368.HK,PARKSON GROUP,HKG,Department Stores,Hong Kong
14864,3336.HK,JU TENG INTL,HKG,Computer Based Systems,Hong Kong
14876,2898.HK,LONGRUN TEA,HKG,Medical Laboratories & Research,Hong Kong
14879,2728.HK,YUHUA ENERGY,HKG,Electronic Equipment,Hong Kong
14880,2662.HK,CAMSING INTL,HKG,Rental & Leasing Services,Hong Kong
14885,2398.HK,GOOD FRIEND,HKG,Diversified Machinery,Hong Kong
14888,2371.HK,CL EDU FIN,HKG,Wireless Communications,Hong Kong
14889,2368.HK,EAGLE NICE,HKG,Textile - Apparel Clothing,Hong Kong
14890,2358.HK,JIU RONG HOLD,HKG,Entertainment - Diversified,Hong Kong
14891,2341.HK,ECOGREEN,HKG,Chemicals - Major Diversified,Hong Kong
14892,2336.HK,HAILIANG INTL,HKG,Semiconductor Equipment & Materials,Hong Kong
14893,2331.HK,LI NING,HKG,Textile - Apparel Clothing,Hong Kong
14894,2330.HK,CHINA UPTOWN,HKG,Business Services,Hong Kong
14895,2317.HK,VEDAN INT'L,HKG,Food - Major Diversified,Hong Kong
14897,2288.HK,RYKADAN CAPITAL,HKG,General Contractors,Hong Kong
14901,2198.HK,CHINA SANJIANG,HKG,Specialty Chemicals,Hong Kong
14904,2128.HK,CHINA LESSO,HKG,Rubber & Plastics,Hong Kong
14905,2118.HK,TIAN SHAN DEV,HKG,Property Management,Hong Kong
14908,2018.HK,AAC TECH,HKG,Communication Equipment,Hong Kong
14916,1918.HK,SUNAC,HKG,Real Estate Development,Hong Kong
14917,1900.HK,CHINA ITS,HKG,Business Services,Hong Kong
14919,1888.HK,KB LAMINATES,HKG,Electronic Equipment,Hong Kong
14920,1886.HK,HUIYUAN JUICE,HKG,Food - Major Diversified,Hong Kong
14921,1882.HK,HAITIAN INT'L,HKG,Diversified Machinery,Hong Kong
14923,1836.HK,STELLA HOLDINGS,HKG,Textile - Apparel Footwear & Accessories,Hong Kong
14925,1813.HK,KWG PROPERTY,HKG,Real Estate Development,Hong Kong
14926,1808.HK,ENTERPRISE DEV,HKG,Diversified Electronics,Hong Kong
14934,1685.HK,BOER POWER,HKG,Diversified Electronics,Hong Kong
14937,1628.HK,YUZHOU PPT,HKG,Real Estate Development,Hong Kong
14954,1388.HK,EMBRY HOLDINGS,HKG,Textile - Apparel Clothing,Hong Kong
14955,1387.HK,RENHE COMM,HKG,Real Estate Development,Hong Kong
14956,1382.HK,PACIFICTEXTILES,HKG,Textile Industrial,Hong Kong
14964,1338.HK,BAWANG GROUP,HKG,Personal Products,Hong Kong
14968,1308.HK,SITC,HKG,Shipping,Hong Kong
14991,1185.HK,China Energine International (Holdings) Limited,HKG,Electronic Equipment,Hong Kong
14994,1130.HK,China Environmental Resources Group Limited,HKG,Textile - Apparel Clothing,Hong Kong
14997,1110.HK,Kingworld Medicines Group Limited,HKG,Drug Delivery,Hong Kong
14998,1109.HK,China Resources Land Limited,HKG,Real Estate Development,Hong Kong
14999,1087.HK,InvesTech Holdings Limited,HKG,Communication Equipment,Hong Kong
15000,1080.HK,Shengli Oil & Gas Pipe Holdings Limited,HKG,Oil & Gas Equipment & Services,Hong Kong
15004,1039.HK,Fortunet e-Commerce Group Limited,HKG,Industrial Equipment Wholesale,Hong Kong
15009,1020.HK,Cybernaut International Holdings Company Limited,HKG,Metal Fabrication,Hong Kong
15010,1019.HK,Convoy Global Holdings Limited,HKG,Insurance Brokers,Hong Kong
15012,1006.HK,Changshouhua Food Company Limited,HKG,Food - Major Diversified,Hong Kong
15020,0987.HK,China Renewable Energy Investment Limited,HKG,Electric Utilities,Hong Kong
15022,0978.HK,China Merchants Land Limited,HKG,Electronic Equipment,Hong Kong
15024,0975.HK,MONGOL MINING,HKG,Industrial Metals & Minerals,Hong Kong
15026,0969.HK,Hua Lien International (Holding) Company Limited,HKG,Textile Industrial,Hong Kong
15027,0951.HK,Chaowei Power Holdings Limited,HKG,Specialty Chemicals,Hong Kong
15029,0936.HK,Eagle Legend Asia Limited,HKG,Rental & Leasing Services,Hong Kong
15030,0929.HK,IPE Group Limited,HKG,Industrial Metals & Minerals,Hong Kong
15038,0860.HK,O Luxe Holdings Limited,HKG,Jewelry Stores,Hong Kong
15040,0856.HK,VSTECS Holdings Limited,HKG,"Specialty Retail, Other",Hong Kong
15042,0853.HK,MICROPORT,HKG,Medical Appliances & Equipment,Hong Kong
15043,0852.HK,STRONG PETRO,HKG,Oil & Gas Equipment & Services,Hong Kong
15044,0848.HK,MAOYE INT'L,HKG,Department Stores,Hong Kong
15046,0845.HK,GLORIOUS PPT H,HKG,Real Estate Development,Hong Kong
15047,0838.HK,EVA HOLDINGS,HKG,Industrial Metals & Minerals,Hong Kong
15048,0837.HK,CARPENTER TAN,HKG,Home Furnishings & Fixtures,Hong Kong
15051,0833.HK,ALLTRONICS,HKG,Rubber & Plastics,Hong Kong
15052,0830.HK,FAR EAST GLOBAL,HKG,General Contractors,Hong Kong
15054,0826.HK,TIANGONG INT'L,HKG,Steel & Iron,Hong Kong
15055,0819.HK,TIANNENG POWER,HKG,Electronic Equipment,Hong Kong
15058,0813.HK,SHIMAO PROPERTY,HKG,Real Estate Development,Hong Kong
15062,0800.HK,A8 NEW MEDIA,HKG,Technical & System Software,Hong Kong
15066,0777.HK,NETDRAGON,HKG,Multimedia & Graphics Software,Hong Kong
15067,0775.HK,CKLIFE SCIENCES,HKG,Biotechnology,Hong Kong
15068,0756.HK,TIANYI SUMMI,HKG,Beverages - Soft Drinks,Hong Kong
15069,0746.HK,L & M CHEMICAL,HKG,Textile - Apparel Clothing,Hong Kong
15070,0732.HK,TRULY INT'L,HKG,Electronic Equipment,Hong Kong
15073,0698.HK,TONGDA GROUP,HKG,Electronic Equipment,Hong Kong
15080,0672.HK,ZHONGAN REALEST,HKG,Real Estate Development,Hong Kong
15083,0660.HK,WAI CHUN MINING,HKG,Textile - Apparel Footwear & Accessories,Hong Kong
15089,0609.HK,TIANDE CHEMICAL,HKG,Chemicals - Major Diversified,Hong Kong
15094,0602.HK,JIAHUA STORES H,HKG,"Specialty Retail, Other",Hong Kong
15095,0596.HK,INSPUR INT'L,HKG,Information Technology Services,Hong Kong
15101,0565.HK,ART GROUP HOLD,HKG,Textile Industrial,Hong Kong
15104,0554.HK,HANS ENERGY,HKG,Oil & Gas Equipment & Services,Hong Kong
15110,0531.HK,SAMSON HOLDING,HKG,Home Furnishings & Fixtures,Hong Kong
15114,0509.HK,SUNSHINE,HKG,Agricultural Chemicals,Hong Kong
15115,0503.HK,LANSEN PHARMA,HKG,Drugs - Generic,Hong Kong
15118,0480.HK,HKR INT'L,HKG,Asset Management,Hong Kong
15122,0465.HK,FUTONG TECH,HKG,Information Technology Services,Hong Kong
15127,0445.HK,CHINA FIRE,HKG,Diversified Machinery,Hong Kong
15129,0444.HK,SINCEREWATCH HK,HKG,Jewelry Stores,Hong Kong
15133,0428.HK,HUGE CHINA,HKG,Investment Brokerage - National,Hong Kong
15135,0426.HK,ONE MEDIA GROUP,HKG,Publishing - Newspapers,Hong Kong
15136,0423.HK,HKET HOLDINGS,HKG,Publishing - Newspapers,Hong Kong
15137,0419.HK,HUAYI TENCENT,HKG,Entertainment - Diversified,Hong Kong
15140,0413.HK,SC HOLDINGS,HKG,Apparel Stores,Hong Kong
15142,0408.HK,YIP'S CHEMICAL,HKG,Chemicals - Major Diversified,Hong Kong
15155,0364.HK,PING SHAN TEA,HKG,Textile Industrial,Hong Kong
15161,0359.HK,HAISHENG JUICE,HKG,Beverages - Soft Drinks,Hong Kong
15164,0352.HK,FORTUNE SUN,HKG,Asset Management,Hong Kong
15166,0348.HK,CHINAHEALTHWISE,HKG,"Specialty Retail, Other",Hong Kong
15169,0322.HK,TINGYI,HKG,Food - Major Diversified,Hong Kong
15170,0319.HK,CHINA METAL,HKG,Industrial Metals & Minerals,Hong Kong
15172,0312.HK,SHIRBLE STORE,HKG,Department Stores,Hong Kong
15174,0288.HK,WH GROUP,HKG,Asset Management,Hong Kong
15175,0279.HK,FREEMAN FINTECH,HKG,Investment Brokerage - National,Hong Kong
15178,0264.HK,ASCENT INT'L,HKG,Textile - Apparel Clothing,Hong Kong
15180,0256.HK,CITYCHAMP,HKG,Electronic Equipment,Hong Kong
